A.  .closed_3_body.Last_Run.TIME (sec)
B.  .closed_3_body.Last_Run.joint1_MEA_1.Q (deg/sec**2)
C.  .closed_3_body.Last_Run.joint2_MEA_1.Q (deg/sec**2)
D.  .closed_3_body.Last_Run.joint3_MEA_1.Q (deg/sec**2)

       A               B               C               D         
 1.895000E+00    0.000000E+00    0.000000E+00   -2.317318E+03   
 1.900000E+00    0.000000E+00    0.000000E+00   -2.261532E+03   
 1.905000E+00    0.000000E+00    0.000000E+00   -2.202064E+03   
 1.910000E+00    0.000000E+00    0.000000E+00   -2.138849E+03   
 1.915000E+00    0.000000E+00    0.000000E+00   -2.071835E+03   
 1.920000E+00    0.000000E+00    0.000000E+00   -2.000985E+03   
 1.925000E+00    0.000000E+00    1.339395E-10   -1.926282E+03   
 1.930000E+00    0.000000E+00    0.000000E+00   -1.847726E+03   
 1.935000E+00    0.000000E+00    0.000000E+00   -1.765339E+03   
 1.940000E+00    0.000000E+00    0.000000E+00   -1.679164E+03   
 1.945000E+00    0.000000E+00    0.000000E+00   -1.589266E+03   
 1.950000E+00    0.000000E+00    0.000000E+00   -1.495738E+03   
 1.955000E+00    0.000000E+00    0.000000E+00   -1.398692E+03   
 1.960000E+00   -1.936016E-09    1.382753E-09   -1.298269E+03   
 1.965000E+00    1.274054E-09   -1.085154E-09   -1.194634E+03   
 1.970000E+00    1.035283E-09   -5.518390E-10   -1.087975E+03   
 1.975000E+00   -1.566767E-09    7.916273E-10   -9.785056E+02   
 1.980000E+00    7.961056E-10   -6.473065E-10   -8.664611E+02   
 1.985000E+00    0.000000E+00    0.000000E+00   -7.520988E+02   
 1.990000E+00    0.000000E+00    0.000000E+00   -6.356955E+02   
 1.995000E+00    3.884857E-10   -1.028973E-10   -5.175460E+02   
 2.000000E+00    0.000000E+00   -1.690528E-10   -3.979604E+02   
 2.005000E+00    1.745488E-10    1.439137E-10   -2.772614E+02   
 2.010000E+00    1.234869E-09   -1.136145E-09   -1.557823E+02   
 2.015000E+00   -1.211791E-09    1.443679E-09   -3.386300E+01   
 2.020000E+00    9.956663E-10    2.135552E-10    8.815223E+01   
 2.025000E+00   -2.362999E-09   -2.801687E-10    2.099183E+02   
 2.030000E+00    1.830524E-09    1.031009E-10    3.310926E+02   
 2.035000E+00   -9.108091E-10    1.366875E-10    4.513376E+02   
 2.040000E+00    1.674855E-09   -1.322297E-09    5.703245E+02   
 2.045000E+00   -8.934051E-10    1.206066E-09    6.877357E+02   
 2.050000E+00   -1.044647E-09    8.101509E-10    8.032677E+02   
 2.055000E+00    1.093704E-09   -7.202811E-10    9.166332E+02   
 2.060000E+00   -8.001767E-10    5.821687E-10    1.027564E+03   
 2.065000E+00    0.000000E+00   -1.323111E-10    1.135812E+03   
 2.070000E+00    0.000000E+00    0.000000E+00    1.241152E+03   
 2.075000E+00   -2.336817E-10    0.000000E+00    1.343382E+03   
 2.080000E+00    0.000000E+00    0.000000E+00    1.442322E+03   
 2.085000E+00   -1.009635E-10   -1.227440E-10    1.537819E+03   
 2.090000E+00   -1.054214E-09    4.958612E-10    1.629746E+03   
 2.095000E+00    1.274054E-09   -7.126478E-10    1.717998E+03   
 2.100000E+00    8.524904E-10   -3.588683E-10    1.802495E+03   
 2.105000E+00   -1.256752E-09    5.491927E-10    1.883182E+03   
 2.110000E+00    8.366131E-10   -3.688426E-10    1.960025E+03   
 2.115000E+00   -1.864568E-10    0.000000E+00    2.033012E+03   
 2.120000E+00    0.000000E+00    0.000000E+00    2.102152E+03   
 2.125000E+00    0.000000E+00    0.000000E+00    2.167470E+03   
 2.130000E+00    0.000000E+00    0.000000E+00    2.229010E+03   
 2.135000E+00    0.000000E+00    0.000000E+00    2.286830E+03   
 2.140000E+00    0.000000E+00    0.000000E+00    2.341000E+03   
 2.145000E+00    0.000000E+00    0.000000E+00    2.391605E+03   
 2.150000E+00    0.000000E+00    0.000000E+00    2.438734E+03   
 2.155000E+00    0.000000E+00    0.000000E+00    2.482488E+03   
 2.160000E+00    0.000000E+00    0.000000E+00    2.522971E+03   
 2.165000E+00    0.000000E+00    0.000000E+00    2.560293E+03   
 2.170000E+00    0.000000E+00    0.000000E+00    2.594563E+03   
 2.175000E+00    0.000000E+00    0.000000E+00    2.625894E+03   
 2.180000E+00    0.000000E+00    0.000000E+00    2.654395E+03   
 2.185000E+00    0.000000E+00    0.000000E+00    2.680175E+03   
 2.190000E+00    0.000000E+00    0.000000E+00    2.703338E+03   
 2.195000E+00    0.000000E+00    0.000000E+00    2.723982E+03   
 2.200000E+00    0.000000E+00    0.000000E+00    2.742202E+03   
 2.205000E+00    0.000000E+00    0.000000E+00    2.758083E+03   
 2.210000E+00    0.000000E+00    0.000000E+00    2.771703E+03   
 2.215000E+00    0.000000E+00    0.000000E+00    2.783132E+03   
 2.220000E+00    0.000000E+00    0.000000E+00    2.792429E+03   
 2.225000E+00    0.000000E+00    0.000000E+00    2.799645E+03   
 2.230000E+00    0.000000E+00    0.000000E+00    2.804819E+03   
 2.235000E+00    0.000000E+00    0.000000E+00    2.807979E+03   
 2.240000E+00    0.000000E+00    0.000000E+00    2.809145E+03   
 2.245000E+00    0.000000E+00    0.000000E+00    2.808321E+03   
 2.250000E+00    0.000000E+00    0.000000E+00    2.805504E+03   
 2.255000E+00    0.000000E+00    0.000000E+00    2.800677E+03   
 2.260000E+00    0.000000E+00    0.000000E+00    2.793814E+03   
 2.265000E+00    0.000000E+00    0.000000E+00    2.784878E+03   
 2.270000E+00    0.000000E+00    0.000000E+00    2.773819E+03   
 2.275000E+00    0.000000E+00    0.000000E+00    2.760579E+03   
 2.280000E+00    0.000000E+00    0.000000E+00    2.745091E+03   
 2.285000E+00    0.000000E+00    0.000000E+00    2.727279E+03   
 2.290000E+00    0.000000E+00    0.000000E+00    2.707057E+03   
 2.295000E+00    0.000000E+00    0.000000E+00    2.684333E+03   
 2.300000E+00    0.000000E+00    0.000000E+00    2.659009E+03   
 2.305000E+00    0.000000E+00    0.000000E+00    2.630983E+03   
 2.310000E+00    0.000000E+00    0.000000E+00    2.600146E+03   
 2.315000E+00    0.000000E+00    0.000000E+00    2.566388E+03   
 2.320000E+00    0.000000E+00    0.000000E+00    2.529598E+03   
 2.325000E+00    0.000000E+00    0.000000E+00    2.489665E+03   
 2.330000E+00    0.000000E+00    0.000000E+00    2.446481E+03   
 2.335000E+00    0.000000E+00    0.000000E+00    2.399938E+03   
 2.340000E+00    0.000000E+00    0.000000E+00    2.349937E+03   
 2.345000E+00    0.000000E+00    0.000000E+00    2.296385E+03   
 2.350000E+00    0.000000E+00    0.000000E+00    2.239198E+03   
 2.355000E+00    0.000000E+00    0.000000E+00    2.178302E+03   
 2.360000E+00    0.000000E+00    1.091057E-10    2.113637E+03   
 2.365000E+00    0.000000E+00   -1.245760E-10    2.045157E+03   
 2.370000E+00    0.000000E+00    1.107342E-10    1.972833E+03   
 2.375000E+00    0.000000E+00   -1.168409E-10    1.896654E+03   
 2.380000E+00    0.000000E+00    1.040169E-10    1.816627E+03   
 2.385000E+00    0.000000E+00    0.000000E+00    1.732782E+03   
 2.390000E+00    1.461528E-10    0.000000E+00    1.645172E+03   
 2.395000E+00    0.000000E+00    0.000000E+00    1.553872E+03   
 2.400000E+00    0.000000E+00    0.000000E+00    1.458982E+03   
 2.405000E+00    0.000000E+00    0.000000E+00    1.360625E+03   
 2.410000E+00    1.310490E-09   -2.230968E-09    1.258951E+03   
 2.415000E+00   -8.091331E-10    2.673905E-09    1.154134E+03   
 2.420000E+00   -1.167798E-09   -9.371695E-10    1.046372E+03   
 2.425000E+00    1.247592E-09   -3.505226E-10    9.358874E+02   
 2.430000E+00   -9.143713E-10    5.352492E-10    8.229237E+02   
 2.435000E+00    0.000000E+00   -1.625391E-10    7.077459E+02   
 2.440000E+00    0.000000E+00    2.762248E-10    5.906381E+02   
 2.445000E+00    0.000000E+00    0.000000E+00    4.719011E+02   
 2.450000E+00    0.000000E+00    1.525648E-10    3.518502E+02   
 2.455000E+00    0.000000E+00    3.035521E-10    2.308126E+02   
 2.460000E+00   -8.756703E-10    9.913789E-10    1.091243E+02   
 2.465000E+00    1.979563E-09   -4.149081E-10   -1.287261E+01   
 2.470000E+00   -8.478850E-10   -2.170360E-09   -1.348332E+02   
 2.475000E+00    0.000000E+00    2.177179E-09   -2.564131E+02   
 2.480000E+00    3.421768E-10   -1.198687E-09   -3.772710E+02   
 2.485000E+00   -1.367995E-09    1.610633E-09   -4.970726E+02   
 2.490000E+00    1.070295E-09   -9.141677E-10   -6.154930E+02   
 2.495000E+00    5.869523E-10   -5.841025E-10   -7.322196E+02   
 2.500000E+00   -4.828336E-10    7.774802E-10   -8.469549E+02   
 2.505000E+00    1.668544E-09   -3.045190E-10   -9.594188E+02   
 2.510000E+00   -2.179876E-09   -6.851678E-10   -1.069351E+03   
 2.515000E+00    1.662641E-09    2.994301E-10   -1.176510E+03   
 2.520000E+00   -7.965127E-10   -2.155653E-10   -1.280682E+03   
 2.525000E+00    1.143982E-10   -1.268151E-10   -1.381671E+03   
 2.530000E+00    0.000000E+00    0.000000E+00   -1.479310E+03   
 2.535000E+00    6.387572E-10   -1.320261E-09   -1.573454E+03   
 2.540000E+00   -9.392051E-10    1.451147E-09   -1.663984E+03   
 2.545000E+00    1.504275E-09   -5.933643E-10   -1.750806E+03   
 2.550000E+00   -2.969875E-09    1.593025E-09   -1.833850E+03   
 2.555000E+00    2.243589E-09   -1.339802E-09   -1.913067E+03   
 2.560000E+00   -1.059303E-09    8.060798E-10   -1.988434E+03   
 2.565000E+00    1.665084E-10   -1.677297E-10   -2.059946E+03   
 2.570000E+00    0.000000E+00    0.000000E+00   -2.127618E+03   
 2.575000E+00    0.000000E+00    1.282400E-10   -2.191483E+03   
 2.580000E+00    0.000000E+00    0.000000E+00   -2.251590E+03   
 2.585000E+00    0.000000E+00    0.000000E+00   -2.308004E+03   
 2.590000E+00    0.000000E+00    0.000000E+00   -2.360798E+03   
 2.595000E+00    0.000000E+00    0.000000E+00   -2.410061E+03   
 2.600000E+00    0.000000E+00    0.000000E+00   -2.455885E+03   
 2.605000E+00    0.000000E+00    0.000000E+00   -2.498374E+03   
 2.610000E+00    0.000000E+00    0.000000E+00   -2.537634E+03   
 2.615000E+00    0.000000E+00    0.000000E+00   -2.573773E+03   
 2.620000E+00    0.000000E+00    0.000000E+00   -2.606905E+03   
 2.625000E+00    0.000000E+00    0.000000E+00   -2.637139E+03   
 2.630000E+00    0.000000E+00    0.000000E+00   -2.664585E+03   
 2.635000E+00    0.000000E+00    0.000000E+00   -2.689351E+03   
 2.640000E+00    0.000000E+00    0.000000E+00   -2.711538E+03   
 2.645000E+00    0.000000E+00    0.000000E+00   -2.731243E+03   
 2.650000E+00    0.000000E+00    0.000000E+00   -2.748557E+03   
 2.655000E+00    0.000000E+00    0.000000E+00   -2.763564E+03   
 2.660000E+00    0.000000E+00    0.000000E+00   -2.776337E+03   
 2.665000E+00    0.000000E+00    0.000000E+00   -2.786943E+03   
 2.670000E+00    0.000000E+00    0.000000E+00   -2.795438E+03   
 2.675000E+00    0.000000E+00    0.000000E+00   -2.801867E+03   
 2.680000E+00    0.000000E+00    0.000000E+00   -2.806267E+03   
 2.685000E+00    0.000000E+00    0.000000E+00   -2.808662E+03   
 2.690000E+00    0.000000E+00    0.000000E+00   -2.809066E+03   
 2.695000E+00    0.000000E+00    0.000000E+00   -2.807480E+03   
 2.700000E+00    0.000000E+00    0.000000E+00   -2.803896E+03   
 2.705000E+00    0.000000E+00    0.000000E+00   -2.798293E+03   
 2.710000E+00    0.000000E+00    0.000000E+00   -2.790641E+03   
 2.715000E+00    0.000000E+00    0.000000E+00   -2.780898E+03   
 2.720000E+00    0.000000E+00    0.000000E+00   -2.769011E+03   
 2.725000E+00    0.000000E+00    0.000000E+00   -2.754919E+03   
 2.730000E+00    0.000000E+00    0.000000E+00   -2.738551E+03   
 2.735000E+00    0.000000E+00    0.000000E+00   -2.719826E+03   
 2.740000E+00    0.000000E+00    0.000000E+00   -2.698657E+03   
 2.745000E+00    0.000000E+00    0.000000E+00   -2.674949E+03   
 2.750000E+00    0.000000E+00    0.000000E+00   -2.648603E+03   
 2.755000E+00    0.000000E+00    0.000000E+00   -2.619513E+03   
 2.760000E+00    0.000000E+00    0.000000E+00   -2.587570E+03   
 2.765000E+00    0.000000E+00    0.000000E+00   -2.552665E+03   
 2.770000E+00    0.000000E+00    0.000000E+00   -2.514684E+03   
 2.775000E+00    0.000000E+00    0.000000E+00   -2.473519E+03   
 2.780000E+00    0.000000E+00    0.000000E+00   -2.429061E+03   
 2.785000E+00    0.000000E+00    0.000000E+00   -2.381205E+03   
 2.790000E+00    0.000000E+00    0.000000E+00   -2.329855E+03   
 2.795000E+00   -1.168409E-10    0.000000E+00   -2.274920E+03   
 2.800000E+00    0.000000E+00    0.000000E+00   -2.216321E+03   
 2.805000E+00    0.000000E+00    0.000000E+00   -2.153988E+03   
 2.810000E+00    0.000000E+00    0.000000E+00   -2.087867E+03   
 2.815000E+00    0.000000E+00    0.000000E+00   -2.017917E+03   
 2.820000E+00    0.000000E+00    0.000000E+00   -1.944117E+03   
 2.825000E+00    0.000000E+00    0.000000E+00   -1.866461E+03   
 2.830000E+00    0.000000E+00    0.000000E+00   -1.784968E+03   
 2.835000E+00    0.000000E+00    0.000000E+00   -1.699674E+03   
 2.840000E+00    0.000000E+00    0.000000E+00   -1.610641E+03   
 2.845000E+00    1.111413E-10    0.000000E+00   -1.517952E+03   
 2.850000E+00    0.000000E+00    0.000000E+00   -1.421718E+03   
 2.855000E+00    0.000000E+00    0.000000E+00   -1.322072E+03   
 2.860000E+00   -2.210002E-09    1.405958E-09   -1.219173E+03   
 2.865000E+00    3.615349E-09   -2.417222E-09   -1.113203E+03   
 2.870000E+00   -2.791560E-09    1.615416E-09   -1.004371E+03   
 2.875000E+00    1.155279E-09   -8.204304E-10   -8.929067E+02   
 2.880000E+00   -1.048311E-10    0.000000E+00   -7.790626E+02   
 2.885000E+00    0.000000E+00    0.000000E+00   -6.631111E+02   
 2.890000E+00    3.547972E-10    0.000000E+00   -5.453429E+02   
 2.895000E+00    3.369861E-10   -3.355104E-10   -4.260647E+02   
 2.900000E+00   -1.893575E-10    2.717466E-10   -3.055966E+02   
 2.905000E+00    1.565851E-09   -1.270950E-09   -1.842696E+02   
 2.910000E+00   -1.361277E-09    1.572186E-09   -6.242241E+01   
 2.915000E+00    1.077610E-09    0.000000E+00    5.960150E+01   
 2.920000E+00   -2.521875E-09    0.000000E+00    1.814570E+02   
 2.925000E+00    2.064205E-09    0.000000E+00    3.028005E+02   
 2.930000E+00   -1.127189E-09    2.117486E-10    4.232931E+02   
 2.935000E+00    1.705184E-09   -1.288201E-09    5.426036E+02   
 2.940000E+00   -8.987993E-10    1.125560E-09    6.604116E+02   
 2.945000E+00   -9.182389E-10    6.760078E-10    7.764099E+02   
 2.950000E+00    1.089633E-09   -6.058829E-10    8.903076E+02   
 2.955000E+00   -5.414576E-10    1.726761E-09    1.001832E+03   
 2.960000E+00   -5.927536E-10   -2.201453E-09    1.110729E+03   
 2.965000E+00    3.381057E-10    1.510992E-09    1.216769E+03   
 2.970000E+00   -2.574977E-10   -6.330576E-10    1.319743E+03   
 2.975000E+00   -1.260009E-10    0.000000E+00    1.419468E+03   
 2.980000E+00    0.000000E+00    0.000000E+00    1.515784E+03   
 2.985000E+00   -1.276089E-09    4.036506E-10    1.608557E+03   
 2.990000E+00    1.470892E-09   -6.996203E-10    1.697677E+03   
 2.995000E+00   -5.890896E-10    2.674719E-10    1.783059E+03   
 3.000000E+00    1.408604E-09   -6.045598E-10    1.864642E+03   
 3.005000E+00   -1.127290E-09    4.636994E-10    1.942387E+03   
 3.010000E+00    6.705118E-10   -2.971910E-10    2.016276E+03   
 3.015000E+00   -1.799431E-10    0.000000E+00    2.086315E+03   
 3.020000E+00    0.000000E+00    0.000000E+00    2.152524E+03   
 3.025000E+00   -1.119555E-10    0.000000E+00    2.214944E+03   
 3.030000E+00    0.000000E+00    0.000000E+00    2.273629E+03   
 3.035000E+00    0.000000E+00    0.000000E+00    2.328646E+03   
 3.040000E+00    0.000000E+00    0.000000E+00    2.380078E+03   
 3.045000E+00    0.000000E+00    0.000000E+00    2.428012E+03   
 3.050000E+00    0.000000E+00    0.000000E+00    2.472547E+03   
 3.055000E+00    0.000000E+00    0.000000E+00    2.513786E+03   
 3.060000E+00    0.000000E+00    0.000000E+00    2.551838E+03   
 3.065000E+00    0.000000E+00    0.000000E+00    2.586812E+03   
 3.070000E+00    0.000000E+00    0.000000E+00    2.618821E+03   
 3.075000E+00    0.000000E+00    0.000000E+00    2.647975E+03   
 3.080000E+00    0.000000E+00    0.000000E+00    2.674382E+03   
 3.085000E+00    0.000000E+00    0.000000E+00    2.698148E+03   
 3.090000E+00    0.000000E+00    0.000000E+00    2.719374E+03   
 3.095000E+00    0.000000E+00    0.000000E+00    2.738153E+03   
 3.100000E+00    0.000000E+00    0.000000E+00    2.754574E+03   
 3.105000E+00    0.000000E+00    0.000000E+00    2.768717E+03   
 3.110000E+00    0.000000E+00    0.000000E+00    2.780653E+03   
 3.115000E+00    0.000000E+00    0.000000E+00    2.790444E+03   
 3.120000E+00    0.000000E+00    0.000000E+00    2.798143E+03   
 3.125000E+00    0.000000E+00    0.000000E+00    2.803792E+03   
 3.130000E+00    0.000000E+00    0.000000E+00    2.807422E+03   
 3.135000E+00    0.000000E+00    0.000000E+00    2.809053E+03   
 3.140000E+00    0.000000E+00    0.000000E+00    2.808695E+03   
 3.145000E+00    0.000000E+00    0.000000E+00    2.806346E+03   
 3.150000E+00    0.000000E+00    0.000000E+00    2.801992E+03   
 3.155000E+00    0.000000E+00    0.000000E+00    2.795608E+03   
 3.160000E+00    0.000000E+00    0.000000E+00    2.787161E+03   
 3.165000E+00    0.000000E+00    0.000000E+00    2.776604E+03   
 3.170000E+00    0.000000E+00    0.000000E+00    2.763880E+03   
 3.175000E+00    0.000000E+00    0.000000E+00    2.748926E+03   
 3.180000E+00    0.000000E+00    0.000000E+00    2.731665E+03   
 3.185000E+00    0.000000E+00    0.000000E+00    2.712014E+03   
 3.190000E+00    0.000000E+00    0.000000E+00    2.689885E+03   
 3.195000E+00    0.000000E+00    0.000000E+00    2.665179E+03   
 3.200000E+00    0.000000E+00    0.000000E+00    2.637795E+03   
 3.205000E+00    0.000000E+00    0.000000E+00    2.607625E+03   
 3.210000E+00    0.000000E+00    0.000000E+00    2.574561E+03   
 3.215000E+00    0.000000E+00    0.000000E+00    2.538491E+03   
 3.220000E+00    0.000000E+00    0.000000E+00    2.499304E+03   
 3.225000E+00    0.000000E+00    0.000000E+00    2.456890E+03   
 3.230000E+00    0.000000E+00    0.000000E+00    2.411143E+03   
 3.235000E+00    0.000000E+00    0.000000E+00    2.361960E+03   
 3.240000E+00    0.000000E+00    0.000000E+00    2.309248E+03   
 3.245000E+00    0.000000E+00    0.000000E+00    2.252919E+03   
 3.250000E+00    0.000000E+00    0.000000E+00    2.192897E+03   
 3.255000E+00    0.000000E+00    0.000000E+00    2.129119E+03   
 3.260000E+00    0.000000E+00    0.000000E+00    2.061535E+03   
 3.265000E+00    0.000000E+00    0.000000E+00    1.990113E+03   
 3.270000E+00    0.000000E+00    0.000000E+00    1.914835E+03   
 3.275000E+00    0.000000E+00    0.000000E+00    1.835707E+03   
 3.280000E+00    0.000000E+00    0.000000E+00    1.752752E+03   
 3.285000E+00    0.000000E+00    0.000000E+00    1.666018E+03   
 3.290000E+00    0.000000E+00    0.000000E+00    1.575574E+03   
 3.295000E+00    0.000000E+00   -1.264080E-10    1.481513E+03   
 3.300000E+00    0.000000E+00    1.793324E-10    1.383955E+03   
 3.305000E+00    1.373389E-09   -2.222419E-09    1.283043E+03   
 3.310000E+00   -9.835802E-10    1.524631E-09    1.178945E+03   
 3.315000E+00   -8.311171E-10    1.019406E-09    1.071853E+03   
 3.320000E+00    1.169019E-09   -1.640657E-09    9.619847E+02   
 3.325000E+00   -9.638353E-10    8.851611E-10    8.495781E+02   
 3.330000E+00    0.000000E+00    0.000000E+00    7.348936E+02   
 3.335000E+00    1.127697E-10    0.000000E+00    6.182111E+02   
 3.340000E+00   -2.398902E-10    2.483377E-10    4.998275E+02   
 3.345000E+00    0.000000E+00    0.000000E+00    3.800551E+02   
 3.350000E+00    0.000000E+00    2.910335E-10    2.592184E+02   
 3.355000E+00   -1.097419E-09    1.058234E-09    1.376517E+02   
 3.360000E+00    1.549639E-09   -1.151676E-09    1.569599E+01   
 3.365000E+00    1.183548E-09   -2.063544E-10   -1.063043E+02   
 3.370000E+00   -2.492435E-09    0.000000E+00   -2.280042E+02   
 3.375000E+00    1.938255E-09    2.095095E-10   -3.490617E+02   
 3.380000E+00   -7.990571E-10   -3.005497E-10   -4.691403E+02   
 3.385000E+00   -1.128715E-09    1.768388E-09   -5.879127E+02   
 3.390000E+00    1.267438E-09   -1.149071E-09   -7.050633E+02   
 3.395000E+00    7.779891E-10   -9.705526E-10   -8.202907E+02   
 3.400000E+00   -7.452167E-10    1.145814E-09   -9.333106E+02   
 3.405000E+00    5.787083E-10   -8.653144E-10   -1.043858E+03   
 3.410000E+00   -1.241689E-10    0.000000E+00   -1.151687E+03   
 3.415000E+00    0.000000E+00    0.000000E+00   -1.256576E+03   
 3.420000E+00    0.000000E+00    0.000000E+00   -1.358327E+03   
 3.425000E+00    0.000000E+00    0.000000E+00   -1.456764E+03   
 3.430000E+00    0.000000E+00    0.000000E+00   -1.551737E+03   
 3.435000E+00    4.921972E-10   -1.143575E-09   -1.643123E+03   
 3.440000E+00   -7.969198E-10    1.391709E-09   -1.730821E+03   
 3.445000E+00   -1.781111E-10    6.790611E-10   -1.814754E+03   
 3.450000E+00    4.392728E-10   -1.170444E-09   -1.894870E+03   
 3.455000E+00   -3.586648E-10    8.944229E-10   -1.971139E+03   
 3.460000E+00    0.000000E+00   -3.216177E-10   -2.043553E+03   
 3.465000E+00    0.000000E+00    0.000000E+00   -2.112122E+03   
 3.470000E+00    0.000000E+00    0.000000E+00   -2.176874E+03   
 3.475000E+00    0.000000E+00    0.000000E+00   -2.237856E+03   
 3.480000E+00    0.000000E+00    0.000000E+00   -2.295128E+03   
 3.485000E+00    0.000000E+00    0.000000E+00   -2.348762E+03   
 3.490000E+00    0.000000E+00    0.000000E+00   -2.398843E+03   
 3.495000E+00    0.000000E+00    0.000000E+00   -2.445464E+03   
 3.500000E+00    0.000000E+00    0.000000E+00   -2.488724E+03   
 3.505000E+00    0.000000E+00    0.000000E+00   -2.528730E+03   
 3.510000E+00    0.000000E+00    0.000000E+00   -2.565590E+03   
 3.515000E+00    0.000000E+00    0.000000E+00   -2.599416E+03   
 3.520000E+00    0.000000E+00    0.000000E+00   -2.630318E+03   
 3.525000E+00    0.000000E+00    0.000000E+00   -2.658407E+03   
 3.530000E+00    0.000000E+00    0.000000E+00   -2.683791E+03   
 3.535000E+00    0.000000E+00    0.000000E+00   -2.706573E+03   
 3.540000E+00    0.000000E+00    0.000000E+00   -2.726851E+03   
 3.545000E+00    0.000000E+00    0.000000E+00   -2.744717E+03   
 3.550000E+00    0.000000E+00    0.000000E+00   -2.760257E+03   
 3.555000E+00    0.000000E+00    0.000000E+00   -2.773547E+03   
 3.560000E+00    0.000000E+00    0.000000E+00   -2.784654E+03   
 3.565000E+00    0.000000E+00    0.000000E+00   -2.793639E+03   
 3.570000E+00    0.000000E+00    0.000000E+00   -2.800548E+03   
 3.575000E+00    0.000000E+00    0.000000E+00   -2.805421E+03   
 3.580000E+00    0.000000E+00    0.000000E+00   -2.808284E+03   
 3.585000E+00    0.000000E+00    0.000000E+00   -2.809153E+03   
 3.590000E+00    0.000000E+00    0.000000E+00   -2.808033E+03   
 3.595000E+00    0.000000E+00    0.000000E+00   -2.804918E+03   
 3.600000E+00    0.000000E+00    0.000000E+00   -2.799790E+03   
 3.605000E+00    0.000000E+00    0.000000E+00   -2.792621E+03   
 3.610000E+00    0.000000E+00    0.000000E+00   -2.783372E+03   
 3.615000E+00    0.000000E+00    0.000000E+00   -2.771992E+03   
 3.620000E+00    0.000000E+00    0.000000E+00   -2.758423E+03   
 3.625000E+00    0.000000E+00    0.000000E+00   -2.742594E+03   
 3.630000E+00    0.000000E+00    0.000000E+00   -2.724428E+03   
 3.635000E+00    0.000000E+00    0.000000E+00   -2.703840E+03   
 3.640000E+00    0.000000E+00    0.000000E+00   -2.680736E+03   
 3.645000E+00    0.000000E+00    0.000000E+00   -2.655016E+03   
 3.650000E+00    0.000000E+00    0.000000E+00   -2.626578E+03   
 3.655000E+00    0.000000E+00    0.000000E+00   -2.595314E+03   
 3.660000E+00    0.000000E+00    0.000000E+00   -2.561112E+03   
 3.665000E+00    0.000000E+00    0.000000E+00   -2.523861E+03   
 3.670000E+00    0.000000E+00    0.000000E+00   -2.483451E+03   
 3.675000E+00    0.000000E+00    0.000000E+00   -2.439773E+03   
 3.680000E+00    0.000000E+00    0.000000E+00   -2.392722E+03   
 3.685000E+00    0.000000E+00    0.000000E+00   -2.342199E+03   
 3.690000E+00    0.000000E+00   -1.107342E-10   -2.288111E+03   
 3.695000E+00    0.000000E+00    1.156195E-10   -2.230376E+03   
 3.700000E+00    0.000000E+00    0.000000E+00   -2.168922E+03   
 3.705000E+00    0.000000E+00    0.000000E+00   -2.103692E+03   
 3.710000E+00    0.000000E+00    0.000000E+00   -2.034641E+03   
 3.715000E+00    0.000000E+00    0.000000E+00   -1.961743E+03   
 3.720000E+00    0.000000E+00    0.000000E+00   -1.884990E+03   
 3.725000E+00    0.000000E+00    0.000000E+00   -1.804392E+03   
 3.730000E+00    0.000000E+00    0.000000E+00   -1.719983E+03   
 3.735000E+00    0.000000E+00    0.000000E+00   -1.631819E+03   
 3.740000E+00    0.000000E+00    0.000000E+00   -1.539977E+03   
 3.745000E+00    0.000000E+00    0.000000E+00   -1.444562E+03   
 3.750000E+00    0.000000E+00    0.000000E+00   -1.345701E+03   
 3.755000E+00   -2.092551E-09    1.403312E-09   -1.243548E+03   
 3.760000E+00    2.230561E-09   -2.557878E-09   -1.138279E+03   
 3.765000E+00   -4.081288E-10    2.060796E-09   -1.030097E+03   
 3.770000E+00   -5.858327E-10   -1.138689E-09   -9.192273E+02   
 3.775000E+00    5.193719E-10    1.604017E-10   -8.059165E+02   
 3.780000E+00    8.533047E-10    2.170919E-10   -6.904328E+02   
 3.785000E+00   -1.609513E-09   -8.256211E-10   -5.730628E+02   
 3.790000E+00    1.800448E-09    3.204472E-10   -4.541097E+02   
 3.795000E+00   -1.075129E-09    0.000000E+00   -3.338906E+02   
 3.800000E+00    9.554386E-10    0.000000E+00   -2.127344E+02   
 3.805000E+00    5.721818E-10   -8.758993E-10   -9.097810E+01   
 3.810000E+00   -3.305932E-10    2.042705E-09    3.103559E+01   
 3.815000E+00   -1.961613E-09   -9.971675E-10    1.529616E+02   
 3.820000E+00    2.016421E-09    1.518524E-10    2.744558E+02   
 3.825000E+00   -1.182250E-09    2.562255E-10    3.951778E+02   
 3.830000E+00    1.147341E-09   -2.252749E-09    5.147945E+02   
 3.835000E+00    1.227440E-10    2.825554E-09    6.329825E+02   
 3.840000E+00   -1.580608E-09   -6.733616E-10    7.494314E+02   
 3.845000E+00    1.373389E-09    1.523613E-10    8.638462E+02   
 3.850000E+00   -8.490300E-10    4.352017E-10    9.759495E+02   
 3.855000E+00    0.000000E+00   -1.349573E-10    1.085484E+03   
 3.860000E+00   -1.227440E-10    0.000000E+00    1.192212E+03   
 3.865000E+00    0.000000E+00    0.000000E+00    1.295922E+03   
 3.870000E+00    0.000000E+00   -1.135840E-10    1.396423E+03   
 3.875000E+00    0.000000E+00    0.000000E+00    1.493550E+03   
