A.  .closed_3_body.Last_Run.TIME (sec)
B.  .closed_3_body.Last_Run.joint1_MEA_1.Q (deg/sec**2)
C.  .closed_3_body.Last_Run.joint2_MEA_1.Q (deg/sec**2)
D.  .closed_3_body.Last_Run.joint3_MEA_1.Q (deg/sec**2)

       A               B               C               D         
 3.880000E+00   -1.243724E-09    6.025243E-10    1.587163E+03   
 3.885000E+00    1.444633E-09   -8.606327E-10    1.677147E+03   
 3.890000E+00   -5.693447E-10    2.436559E-10    1.763411E+03   
 3.895000E+00    1.492876E-09   -6.212514E-10    1.845887E+03   
 3.900000E+00   -1.244945E-09    4.763199E-10    1.924533E+03   
 3.905000E+00    7.356496E-10   -2.821279E-10    1.999326E+03   
 3.910000E+00   -1.713937E-10    0.000000E+00    2.070265E+03   
 3.915000E+00    0.000000E+00    0.000000E+00    2.137368E+03   
 3.920000E+00    0.000000E+00    0.000000E+00    2.200670E+03   
 3.925000E+00    0.000000E+00    0.000000E+00    2.260224E+03   
 3.930000E+00    0.000000E+00    0.000000E+00    2.316093E+03   
 3.935000E+00    0.000000E+00    0.000000E+00    2.368357E+03   
 3.940000E+00    0.000000E+00    0.000000E+00    2.417101E+03   
 3.945000E+00    0.000000E+00    0.000000E+00    2.462423E+03   
 3.950000E+00    0.000000E+00    0.000000E+00    2.504424E+03   
 3.955000E+00    0.000000E+00    0.000000E+00    2.543212E+03   
 3.960000E+00    0.000000E+00    0.000000E+00    2.578897E+03   
 3.965000E+00    0.000000E+00    0.000000E+00    2.611590E+03   
 3.970000E+00    0.000000E+00    0.000000E+00    2.641402E+03   
 3.975000E+00    0.000000E+00    0.000000E+00    2.668443E+03   
 3.980000E+00    0.000000E+00    0.000000E+00    2.692818E+03   
 3.985000E+00    0.000000E+00    0.000000E+00    2.714630E+03   
 3.990000E+00    0.000000E+00    0.000000E+00    2.733974E+03   
 3.995000E+00    0.000000E+00    0.000000E+00    2.750940E+03   
 4.000000E+00    0.000000E+00    0.000000E+00    2.765609E+03   
 4.005000E+00    0.000000E+00    0.000000E+00    2.778056E+03   
 4.010000E+00    0.000000E+00    0.000000E+00    2.788344E+03   
 4.015000E+00    0.000000E+00    0.000000E+00    2.796529E+03   
 4.020000E+00    0.000000E+00    0.000000E+00    2.802655E+03   
 4.025000E+00    0.000000E+00    0.000000E+00    2.806755E+03   
 4.030000E+00    0.000000E+00    0.000000E+00    2.808853E+03   
 4.035000E+00    0.000000E+00    0.000000E+00    2.808961E+03   
 4.040000E+00    0.000000E+00    0.000000E+00    2.807078E+03   
 4.045000E+00    0.000000E+00    0.000000E+00    2.803195E+03   
 4.050000E+00    0.000000E+00    0.000000E+00    2.797290E+03   
 4.055000E+00    0.000000E+00    0.000000E+00    2.789329E+03   
 4.060000E+00    0.000000E+00    0.000000E+00    2.779271E+03   
 4.065000E+00    0.000000E+00    0.000000E+00    2.767060E+03   
 4.070000E+00    0.000000E+00    0.000000E+00    2.752634E+03   
 4.075000E+00    0.000000E+00    0.000000E+00    2.735920E+03   
 4.080000E+00    0.000000E+00    0.000000E+00    2.716837E+03   
 4.085000E+00    0.000000E+00    0.000000E+00    2.695297E+03   
 4.090000E+00    0.000000E+00    0.000000E+00    2.671203E+03   
 4.095000E+00    0.000000E+00    0.000000E+00    2.644455E+03   
 4.100000E+00    0.000000E+00    0.000000E+00    2.614948E+03   
 4.105000E+00    0.000000E+00    0.000000E+00    2.582571E+03   
 4.110000E+00    0.000000E+00    0.000000E+00    2.547215E+03   
 4.115000E+00    0.000000E+00    0.000000E+00    2.508768E+03   
 4.120000E+00    0.000000E+00    0.000000E+00    2.467119E+03   
 4.125000E+00    0.000000E+00    0.000000E+00    2.422162E+03   
 4.130000E+00    0.000000E+00    0.000000E+00    2.373793E+03   
 4.135000E+00    0.000000E+00    0.000000E+00    2.321914E+03   
 4.140000E+00    0.000000E+00    0.000000E+00    2.266439E+03   
 4.145000E+00    0.000000E+00    0.000000E+00    2.207288E+03   
 4.150000E+00    0.000000E+00    0.000000E+00    2.144395E+03   
 4.155000E+00    0.000000E+00    0.000000E+00    2.077706E+03   
 4.160000E+00    0.000000E+00    0.000000E+00    2.007184E+03   
 4.165000E+00    0.000000E+00    0.000000E+00    1.932810E+03   
 4.170000E+00    0.000000E+00    0.000000E+00    1.854582E+03   
 4.175000E+00    0.000000E+00    0.000000E+00    1.772519E+03   
 4.180000E+00    0.000000E+00    0.000000E+00    1.686665E+03   
 4.185000E+00   -1.170444E-10    0.000000E+00    1.597081E+03   
 4.190000E+00    0.000000E+00    0.000000E+00    1.503858E+03   
 4.195000E+00    0.000000E+00    0.000000E+00    1.407107E+03   
 4.200000E+00    1.439544E-09   -7.871491E-10    1.306965E+03   
 4.205000E+00   -1.383567E-09   -9.444975E-10    1.203597E+03   
 4.210000E+00   -2.721537E-10    2.843263E-09    1.097187E+03   
 4.215000E+00    4.944363E-10   -2.423328E-09    9.879482E+02   
 4.220000E+00   -3.829897E-10    1.026225E-09    8.761131E+02   
 4.225000E+00   -2.128173E-10    0.000000E+00    7.619374E+02   
 4.230000E+00    0.000000E+00    0.000000E+00    6.456965E+02   
 4.235000E+00    0.000000E+00    2.536302E-10    5.276835E+02   
 4.240000E+00   -1.655924E-10    1.077317E-10    4.082074E+02   
 4.245000E+00    0.000000E+00    2.695075E-10    2.875901E+02   
 4.250000E+00   -1.031721E-09    1.199629E-09    1.661637E+02   
 4.255000E+00    1.427102E-09   -1.199826E-09    4.426810E+01   
 4.260000E+00    1.885306E-10    1.067878E-09   -7.775292E+01   
 4.265000E+00   -2.324604E-10   -2.539304E-09   -1.995542E+02   
 4.270000E+00    1.530228E-10    2.033570E-09   -3.207927E+02   
 4.275000E+00    0.000000E+00   -1.079251E-09   -4.411304E+02   
 4.280000E+00   -2.246133E-09    1.254818E-09   -5.602377E+02   
 4.285000E+00    3.018626E-09    0.000000E+00   -6.777957E+02   
 4.290000E+00   -6.778398E-10   -1.666611E-09   -7.934998E+02   
 4.295000E+00    0.000000E+00    1.460409E-09   -9.070613E+02   
 4.300000E+00    4.702132E-10   -1.037319E-09   -1.018210E+03   
 4.305000E+00    0.000000E+00    0.000000E+00   -1.126697E+03   
 4.310000E+00    0.000000E+00    0.000000E+00   -1.232293E+03   
 4.315000E+00    0.000000E+00   -1.388249E-10   -1.334795E+03   
 4.320000E+00   -2.369386E-10    0.000000E+00   -1.434023E+03   
 4.325000E+00    0.000000E+00    0.000000E+00   -1.529820E+03   
 4.330000E+00    4.178994E-10   -1.268761E-09   -1.622056E+03   
 4.335000E+00   -7.700505E-10    1.557200E-09   -1.710624E+03   
 4.340000E+00   -3.128648E-10    6.570772E-10   -1.795445E+03   
 4.345000E+00    5.508212E-10   -1.161488E-09   -1.876458E+03   
 4.350000E+00   -4.030399E-10    8.520833E-10   -1.953630E+03   
 4.355000E+00    1.754648E-10   -3.004479E-10   -2.026946E+03   
 4.360000E+00    0.000000E+00    1.001493E-10   -2.096413E+03   
 4.365000E+00    0.000000E+00   -1.209120E-10   -2.162056E+03   
 4.370000E+00    0.000000E+00    0.000000E+00   -2.223916E+03   
 4.375000E+00    0.000000E+00    0.000000E+00   -2.282050E+03   
 4.380000E+00    0.000000E+00    0.000000E+00   -2.336529E+03   
 4.385000E+00    0.000000E+00    0.000000E+00   -2.387434E+03   
 4.390000E+00    0.000000E+00    0.000000E+00   -2.434856E+03   
 4.395000E+00    0.000000E+00    0.000000E+00   -2.478894E+03   
 4.400000E+00    0.000000E+00    0.000000E+00   -2.519652E+03   
 4.405000E+00    0.000000E+00    0.000000E+00   -2.557239E+03   
 4.410000E+00    0.000000E+00    0.000000E+00   -2.591765E+03   
 4.415000E+00    0.000000E+00    0.000000E+00   -2.623342E+03   
 4.420000E+00    0.000000E+00    0.000000E+00   -2.652080E+03   
 4.425000E+00    0.000000E+00    0.000000E+00   -2.678088E+03   
 4.430000E+00    0.000000E+00    0.000000E+00   -2.701470E+03   
 4.435000E+00    0.000000E+00    0.000000E+00   -2.722325E+03   
 4.440000E+00    0.000000E+00    0.000000E+00   -2.740748E+03   
 4.445000E+00    0.000000E+00    0.000000E+00   -2.756826E+03   
 4.450000E+00    0.000000E+00    0.000000E+00   -2.770636E+03   
 4.455000E+00    0.000000E+00    0.000000E+00   -2.782249E+03   
 4.460000E+00    0.000000E+00    0.000000E+00   -2.791726E+03   
 4.465000E+00    0.000000E+00    0.000000E+00   -2.799118E+03   
 4.470000E+00    0.000000E+00    0.000000E+00   -2.804464E+03   
 4.475000E+00    0.000000E+00    0.000000E+00   -2.807796E+03   
 4.480000E+00    0.000000E+00    0.000000E+00   -2.809131E+03   
 4.485000E+00    0.000000E+00    0.000000E+00   -2.808477E+03   
 4.490000E+00    0.000000E+00    0.000000E+00   -2.805830E+03   
 4.495000E+00    0.000000E+00    0.000000E+00   -2.801176E+03   
 4.500000E+00    0.000000E+00    0.000000E+00   -2.794488E+03   
 4.505000E+00    0.000000E+00    0.000000E+00   -2.785730E+03   
 4.510000E+00    0.000000E+00    0.000000E+00   -2.774854E+03   
 4.515000E+00    0.000000E+00    0.000000E+00   -2.761803E+03   
 4.520000E+00    0.000000E+00    0.000000E+00   -2.746510E+03   
 4.525000E+00    0.000000E+00    0.000000E+00   -2.728899E+03   
 4.530000E+00    0.000000E+00    0.000000E+00   -2.708886E+03   
 4.535000E+00    0.000000E+00    0.000000E+00   -2.686380E+03   
 4.540000E+00    0.000000E+00    0.000000E+00   -2.661282E+03   
 4.545000E+00    0.000000E+00    0.000000E+00   -2.633490E+03   
 4.550000E+00    0.000000E+00    0.000000E+00   -2.602897E+03   
 4.555000E+00    0.000000E+00    0.000000E+00   -2.569393E+03   
 4.560000E+00    0.000000E+00    0.000000E+00   -2.532866E+03   
 4.565000E+00    0.000000E+00    0.000000E+00   -2.493206E+03   
 4.570000E+00    0.000000E+00    0.000000E+00   -2.450303E+03   
 4.575000E+00    0.000000E+00    0.000000E+00   -2.404051E+03   
 4.580000E+00    0.000000E+00    0.000000E+00   -2.354349E+03   
 4.585000E+00    0.000000E+00    0.000000E+00   -2.301104E+03   
 4.590000E+00    0.000000E+00    0.000000E+00   -2.244229E+03   
 4.595000E+00    0.000000E+00    0.000000E+00   -2.183652E+03   
 4.600000E+00    0.000000E+00    0.000000E+00   -2.119311E+03   
 4.605000E+00    0.000000E+00    0.000000E+00   -2.051158E+03   
 4.610000E+00    0.000000E+00    0.000000E+00   -1.979162E+03   
 4.615000E+00    0.000000E+00    0.000000E+00   -1.903311E+03   
 4.620000E+00   -1.781111E-10    0.000000E+00   -1.823612E+03   
 4.625000E+00    2.029448E-10   -1.115484E-10   -1.740091E+03   
 4.630000E+00   -1.787217E-10    1.093093E-10   -1.652800E+03   
 4.635000E+00    0.000000E+00   -1.101235E-10   -1.561811E+03   
 4.640000E+00    0.000000E+00    0.000000E+00   -1.467222E+03   
 4.645000E+00    0.000000E+00    0.000000E+00   -1.369155E+03   
 4.650000E+00   -2.133669E-09    1.390691E-09   -1.267757E+03   
 4.655000E+00    1.524834E-09   -1.118334E-09   -1.163201E+03   
 4.660000E+00    9.972184E-10   -5.870541E-10   -1.055682E+03   
 4.665000E+00   -1.610124E-09    7.460309E-10   -9.454195E+02   
 4.670000E+00    9.169157E-10   -6.210478E-10   -8.326568E+02   
 4.675000E+00   -1.341431E-10    0.000000E+00   -7.176567E+02   
 4.680000E+00    1.731240E-10    0.000000E+00   -6.007016E+02   
 4.685000E+00    2.980053E-10    0.000000E+00   -4.820910E+02   
 4.690000E+00    0.000000E+00   -1.049837E-10   -3.621391E+02   
 4.695000E+00    4.078234E-10    2.312390E-10   -2.411722E+02   
 4.700000E+00    9.493574E-10   -1.175711E-09   -1.195256E+02   
 4.705000E+00   -3.994681E-10    2.209575E-09    2.458911E+00   
 4.710000E+00   -1.566283E-09    0.000000E+00    1.244366E+02   
 4.715000E+00    1.036861E-09   -1.706151E-09    2.460628E+02   
 4.720000E+00   -3.354086E-10    1.584222E-09    3.669961E+02   
 4.725000E+00    1.153345E-09   -1.827216E-09    4.869011E+02   
 4.730000E+00   -6.865927E-10    9.418513E-10    6.054522E+02   
 4.735000E+00   -6.883229E-10    8.308118E-10    7.223357E+02   
 4.740000E+00    8.548313E-10   -5.261910E-10    8.372526E+02   
 4.745000E+00   -3.586648E-10    1.479848E-09    9.499212E+02   
 4.750000E+00   -6.389607E-10   -1.887570E-09    1.060079E+03   
 4.755000E+00    3.161217E-10    1.341024E-09    1.167485E+03   
 4.760000E+00   -3.619217E-10   -6.047634E-10    1.271919E+03   
 4.765000E+00    1.276293E-10    0.000000E+00    1.373187E+03   
 4.770000E+00   -2.267608E-10    0.000000E+00    1.471118E+03   
 4.775000E+00   -1.271611E-09    6.483243E-10    1.565566E+03   
 4.780000E+00    1.512417E-09   -8.524904E-10    1.656409E+03   
 4.785000E+00   -8.932015E-10    1.634144E-09    1.743551E+03   
 4.790000E+00    2.057335E-09   -3.352763E-09    1.826919E+03   
 4.795000E+00   -1.563306E-09    2.533045E-09    1.906464E+03   
 4.800000E+00    8.349847E-10   -1.212784E-09    1.982160E+03   
 4.805000E+00   -1.119555E-10    2.279822E-10    2.054001E+03   
 4.810000E+00    0.000000E+00    0.000000E+00    2.122000E+03   
 4.815000E+00    0.000000E+00    0.000000E+00    2.186188E+03   
 4.820000E+00    1.453386E-10   -1.746506E-10    2.246614E+03   
 4.825000E+00    0.000000E+00    1.351609E-10    2.303340E+03   
 4.830000E+00    0.000000E+00    0.000000E+00    2.356440E+03   
 4.835000E+00    0.000000E+00    0.000000E+00    2.406000E+03   
 4.840000E+00    0.000000E+00    0.000000E+00    2.452114E+03   
 4.845000E+00    0.000000E+00    0.000000E+00    2.494884E+03   
 4.850000E+00    0.000000E+00    0.000000E+00    2.534415E+03   
 4.855000E+00    0.000000E+00    0.000000E+00    2.570816E+03   
 4.860000E+00    0.000000E+00    0.000000E+00    2.604200E+03   
 4.865000E+00    0.000000E+00    0.000000E+00    2.634677E+03   
 4.870000E+00    0.000000E+00    0.000000E+00    2.662357E+03   
 4.875000E+00    0.000000E+00    0.000000E+00    2.687347E+03   
 4.880000E+00    0.000000E+00    0.000000E+00    2.709750E+03   
 4.885000E+00    0.000000E+00    0.000000E+00    2.729664E+03   
 4.890000E+00    0.000000E+00    0.000000E+00    2.747179E+03   
 4.895000E+00    0.000000E+00    0.000000E+00    2.762379E+03   
 4.900000E+00    0.000000E+00    0.000000E+00    2.775340E+03   
 4.905000E+00    0.000000E+00    0.000000E+00    2.786129E+03   
 4.910000E+00    0.000000E+00    0.000000E+00    2.794802E+03   
 4.915000E+00    0.000000E+00    0.000000E+00    2.801406E+03   
 4.920000E+00    0.000000E+00    0.000000E+00    2.805978E+03   
 4.925000E+00    0.000000E+00    0.000000E+00    2.808544E+03   
 4.930000E+00    0.000000E+00    0.000000E+00    2.809117E+03   
 4.935000E+00    0.000000E+00    0.000000E+00    2.807701E+03   
 4.940000E+00    0.000000E+00    0.000000E+00    2.804288E+03   
 4.945000E+00    0.000000E+00    0.000000E+00    2.798859E+03   
 4.950000E+00    0.000000E+00    0.000000E+00    2.791383E+03   
 4.955000E+00    0.000000E+00    0.000000E+00    2.781820E+03   
 4.960000E+00    0.000000E+00    0.000000E+00    2.770119E+03   
 4.965000E+00    0.000000E+00    0.000000E+00    2.756218E+03   
 4.970000E+00    0.000000E+00    0.000000E+00    2.740047E+03   
 4.975000E+00    0.000000E+00    0.000000E+00    2.721526E+03   
 4.980000E+00    0.000000E+00    0.000000E+00    2.700570E+03   
 4.985000E+00    0.000000E+00    0.000000E+00    2.677083E+03   
 4.990000E+00    0.000000E+00    0.000000E+00    2.650966E+03   
 4.995000E+00    0.000000E+00    0.000000E+00    2.622115E+03   
 5.000000E+00    0.000000E+00    0.000000E+00    2.590420E+03   
 5.005000E+00    0.000000E+00    0.000000E+00    2.555772E+03   
 5.010000E+00    0.000000E+00    0.000000E+00    2.518058E+03   
 5.015000E+00    0.000000E+00    0.000000E+00    2.477169E+03   
 5.020000E+00    0.000000E+00    0.000000E+00    2.432996E+03   
 5.025000E+00    0.000000E+00    0.000000E+00    2.385435E+03   
 5.030000E+00    0.000000E+00    0.000000E+00    2.334386E+03   
 5.035000E+00    0.000000E+00    0.000000E+00    2.279761E+03   
 5.040000E+00   -1.257973E-10    0.000000E+00    2.221477E+03   
 5.045000E+00    0.000000E+00    0.000000E+00    2.159465E+03   
 5.050000E+00    0.000000E+00    0.000000E+00    2.093669E+03   
 5.055000E+00    0.000000E+00    0.000000E+00    2.024048E+03   
 5.060000E+00    0.000000E+00    0.000000E+00    1.950576E+03   
 5.065000E+00    0.000000E+00    0.000000E+00    1.873250E+03   
 5.070000E+00    0.000000E+00    0.000000E+00    1.792082E+03   
 5.075000E+00    0.000000E+00    0.000000E+00    1.707111E+03   
 5.080000E+00    0.000000E+00   -1.463564E-10    1.618394E+03   
 5.085000E+00    0.000000E+00    1.078844E-10    1.526013E+03   
 5.090000E+00    0.000000E+00    0.000000E+00    1.430077E+03   
 5.095000E+00    0.000000E+00    0.000000E+00    1.330716E+03   
 5.100000E+00    1.415525E-09   -2.270662E-09    1.228087E+03   
 5.105000E+00   -2.563578E-09    2.657824E-09    1.122371E+03   
 5.110000E+00    1.942327E-09   -7.539696E-10    1.013775E+03   
 5.115000E+00   -1.008719E-09   -3.312866E-10    9.025252E+02   
 5.120000E+00    0.000000E+00    3.801399E-10    7.888735E+02   
 5.125000E+00    2.930181E-10    9.141677E-10    6.730904E+02   
 5.130000E+00   -8.689784E-10   -1.543154E-09    5.554651E+02   
 5.135000E+00    4.970825E-10    1.492723E-09    4.363030E+02   
 5.140000E+00   -2.663524E-10   -4.236499E-10    3.159233E+02   
 5.145000E+00    0.000000E+00    2.392795E-10    1.946559E+02   
 5.150000E+00   -8.167792E-10    1.041403E-09    7.283928E+01   
 5.155000E+00    1.948592E-09   -5.864625E-10   -4.918353E+01   
 5.160000E+00   -1.078259E-09   -1.848589E-09   -1.710674E+02   
 5.165000E+00    3.088446E-10    1.964718E-09   -2.924684E+02   
 5.170000E+00    1.119555E-10   -1.147188E-09   -4.130472E+02   
 5.175000E+00   -2.192293E-09    1.247795E-09   -5.324718E+02   
 5.180000E+00    2.848454E-09    0.000000E+00   -6.504208E+02   
 5.185000E+00   -5.840007E-10   -1.581219E-09   -7.665858E+02   
 5.190000E+00    0.000000E+00    1.378173E-09   -8.806742E+02   
 5.195000E+00    1.597300E-09   -5.420683E-10   -9.924114E+02   
 5.200000E+00   -2.165831E-09   -6.198265E-10   -1.101543E+03   
 5.205000E+00    1.553536E-09    3.045190E-10   -1.207836E+03   
 5.210000E+00   -7.340211E-10   -1.591804E-10   -1.311080E+03   
 5.215000E+00    1.447280E-10   -1.803502E-10   -1.411089E+03   
 5.220000E+00   -1.709866E-10    0.000000E+00   -1.507702E+03   
 5.225000E+00    6.684763E-10   -1.146832E-09   -1.600782E+03   
 5.230000E+00   -9.273989E-10    1.470078E-09   -1.690218E+03   
 5.235000E+00    3.444159E-10   -7.181438E-10   -1.775922E+03   
 5.240000E+00   -6.448638E-10    1.571041E-09   -1.857832E+03   
 5.245000E+00    5.495998E-10   -1.261230E-09   -1.935905E+03   
 5.250000E+00   -3.871626E-10    7.197722E-10   -2.010125E+03   
 5.255000E+00    1.636586E-10   -2.023342E-10   -2.080491E+03   
 5.260000E+00    0.000000E+00    0.000000E+00   -2.147027E+03   
 5.265000E+00    0.000000E+00    0.000000E+00   -2.209768E+03   
 5.270000E+00    0.000000E+00    0.000000E+00   -2.268769E+03   
 5.275000E+00    0.000000E+00    0.000000E+00   -2.324097E+03   
 5.280000E+00    0.000000E+00    0.000000E+00   -2.375831E+03   
 5.285000E+00    0.000000E+00    0.000000E+00   -2.424061E+03   
 5.290000E+00    0.000000E+00    0.000000E+00   -2.468882E+03   
 5.295000E+00    0.000000E+00    0.000000E+00   -2.510398E+03   
 5.300000E+00    0.000000E+00    0.000000E+00   -2.548718E+03   
 5.305000E+00    0.000000E+00    0.000000E+00   -2.583951E+03   
 5.310000E+00    0.000000E+00    0.000000E+00   -2.616208E+03   
 5.315000E+00    0.000000E+00    0.000000E+00   -2.645601E+03   
 5.320000E+00    0.000000E+00    0.000000E+00   -2.672239E+03   
 5.325000E+00    0.000000E+00    0.000000E+00   -2.696227E+03   
 5.330000E+00    0.000000E+00    0.000000E+00   -2.717666E+03   
 5.335000E+00    0.000000E+00    0.000000E+00   -2.736650E+03   
 5.340000E+00    0.000000E+00    0.000000E+00   -2.753270E+03   
 5.345000E+00    0.000000E+00    0.000000E+00   -2.767604E+03   
 5.350000E+00    0.000000E+00    0.000000E+00   -2.779726E+03   
 5.355000E+00    0.000000E+00    0.000000E+00   -2.789698E+03   
 5.360000E+00    0.000000E+00    0.000000E+00   -2.797574E+03   
 5.365000E+00    0.000000E+00    0.000000E+00   -2.803397E+03   
 5.370000E+00    0.000000E+00    0.000000E+00   -2.807198E+03   
 5.375000E+00    0.000000E+00    0.000000E+00   -2.809000E+03   
 5.380000E+00    0.000000E+00    0.000000E+00   -2.808811E+03   
 5.385000E+00    0.000000E+00    0.000000E+00   -2.806632E+03   
 5.390000E+00    0.000000E+00    0.000000E+00   -2.802450E+03   
 5.395000E+00    0.000000E+00    0.000000E+00   -2.796242E+03   
 5.400000E+00    0.000000E+00    0.000000E+00   -2.787972E+03   
 5.405000E+00    0.000000E+00    0.000000E+00   -2.777597E+03   
 5.410000E+00    0.000000E+00    0.000000E+00   -2.765062E+03   
 5.415000E+00    0.000000E+00    0.000000E+00   -2.750300E+03   
 5.420000E+00    0.000000E+00    0.000000E+00   -2.733239E+03   
 5.425000E+00    0.000000E+00    0.000000E+00   -2.713797E+03   
 5.430000E+00    0.000000E+00    0.000000E+00   -2.691883E+03   
 5.435000E+00    0.000000E+00    0.000000E+00   -2.667401E+03   
 5.440000E+00    0.000000E+00    0.000000E+00   -2.640250E+03   
 5.445000E+00    0.000000E+00    0.000000E+00   -2.610323E+03   
 5.450000E+00    0.000000E+00    0.000000E+00   -2.577510E+03   
 5.455000E+00    0.000000E+00    0.000000E+00   -2.541701E+03   
 5.460000E+00    0.000000E+00    0.000000E+00   -2.502785E+03   
 5.465000E+00    0.000000E+00    0.000000E+00   -2.460651E+03   
 5.470000E+00    0.000000E+00    0.000000E+00   -2.415193E+03   
 5.475000E+00    0.000000E+00    0.000000E+00   -2.366308E+03   
 5.480000E+00    0.000000E+00    0.000000E+00   -2.313900E+03   
 5.485000E+00    0.000000E+00    0.000000E+00   -2.257883E+03   
 5.490000E+00    0.000000E+00    0.000000E+00   -2.198179E+03   
 5.495000E+00    0.000000E+00    0.000000E+00   -2.134724E+03   
 5.500000E+00   -1.046275E-10    0.000000E+00   -2.067467E+03   
 5.505000E+00    0.000000E+00    0.000000E+00   -1.996373E+03   
 5.510000E+00    0.000000E+00    0.000000E+00   -1.921425E+03   
 5.515000E+00    0.000000E+00    0.000000E+00   -1.842626E+03   
 5.520000E+00    0.000000E+00    0.000000E+00   -1.759996E+03   
 5.525000E+00    0.000000E+00    0.000000E+00   -1.673582E+03   
 5.530000E+00    0.000000E+00    0.000000E+00   -1.583451E+03   
 5.535000E+00    0.000000E+00    0.000000E+00   -1.489695E+03   
 5.540000E+00    0.000000E+00    0.000000E+00   -1.392430E+03   
 5.545000E+00   -1.869047E-09    1.295020E-09   -1.291798E+03   
 5.550000E+00    1.195481E-09   -9.626140E-10   -1.187965E+03   
 5.555000E+00    1.121998E-09   -6.184016E-10   -1.081121E+03   
 5.560000E+00   -1.722283E-09    7.794140E-10   -9.714798E+02   
 5.565000E+00    1.005055E-09   -6.318363E-10   -8.592798E+02   
 5.570000E+00   -1.595875E-10   -1.307844E-10   -7.447789E+02   
 5.575000E+00    0.000000E+00    0.000000E+00   -6.282552E+02   
 5.580000E+00    5.263945E-10   -2.238093E-10   -5.100045E+02   
 5.585000E+00   -2.664541E-10   -1.271713E-10   -3.903378E+02   
 5.590000E+00    4.648190E-10    2.230459E-10   -2.695786E+02   
 5.595000E+00    1.101490E-09   -1.223419E-09   -1.480605E+02   
 5.600000E+00   -1.218369E-09    1.568274E-09   -2.612410E+01   
 5.605000E+00    1.012014E-09    0.000000E+00    9.588638E+01   
 5.610000E+00   -2.378979E-09   -1.539388E-10    2.176259E+02   
 5.615000E+00    2.043087E-09    0.000000E+00    3.387520E+02   
 5.620000E+00   -1.208713E-09    2.101711E-10    4.589277E+02   
 5.625000E+00    1.939579E-09   -1.399648E-09    5.778247E+02   
 5.630000E+00   -1.039456E-09    1.294206E-09    6.951263E+02   
 5.635000E+00   -1.076605E-09    6.173838E-10    8.105299E+02   
 5.640000E+00    1.624576E-09    5.099065E-10    9.237496E+02   
 5.645000E+00   -1.677704E-09   -1.471706E-09    1.034518E+03   
 5.650000E+00    6.507669E-10    1.322500E-09    1.142589E+03   
 5.655000E+00   -4.354052E-10   -5.730087E-10    1.247738E+03   
 5.660000E+00    0.000000E+00    0.000000E+00    1.349764E+03   
 5.665000E+00   -1.683404E-10   -1.762791E-10    1.448491E+03   
 5.670000E+00    0.000000E+00    0.000000E+00    1.543766E+03   
 5.675000E+00   -1.210341E-09    4.512825E-10    1.635463E+03   
 5.680000E+00    1.401073E-09   -7.747322E-10    1.723479E+03   
 5.685000E+00    7.871491E-10   -2.574977E-10    1.807737E+03   
 5.690000E+00   -1.240467E-09    4.771341E-10    1.888181E+03   
 5.695000E+00    7.832816E-10   -2.723573E-10    1.964780E+03   
 5.700000E+00   -1.017777E-10    0.000000E+00    2.037523E+03   
 5.705000E+00    0.000000E+00    0.000000E+00    2.106419E+03   
 5.710000E+00    0.000000E+00    0.000000E+00    2.171496E+03   
 5.715000E+00    0.000000E+00    0.000000E+00    2.232799E+03   
 5.720000E+00    0.000000E+00    0.000000E+00    2.290385E+03   
 5.725000E+00    0.000000E+00    0.000000E+00    2.344327E+03   
 5.730000E+00    0.000000E+00    0.000000E+00    2.394708E+03   
 5.735000E+00    0.000000E+00    0.000000E+00    2.441621E+03   
 5.740000E+00    0.000000E+00    0.000000E+00    2.485164E+03   
 5.745000E+00    0.000000E+00    0.000000E+00    2.525444E+03   
 5.750000E+00    0.000000E+00    0.000000E+00    2.562568E+03   
 5.755000E+00    0.000000E+00    0.000000E+00    2.596649E+03   
 5.760000E+00    0.000000E+00    0.000000E+00    2.627796E+03   
 5.765000E+00    0.000000E+00    0.000000E+00    2.656122E+03   
 5.770000E+00    0.000000E+00    0.000000E+00    2.681733E+03   
 5.775000E+00    0.000000E+00    0.000000E+00    2.704733E+03   
 5.780000E+00    0.000000E+00    0.000000E+00    2.725221E+03   
 5.785000E+00    0.000000E+00    0.000000E+00    2.743290E+03   
 5.790000E+00    0.000000E+00    0.000000E+00    2.759025E+03   
 5.795000E+00    0.000000E+00    0.000000E+00    2.772505E+03   
 5.800000E+00    0.000000E+00    0.000000E+00    2.783797E+03   
 5.805000E+00    0.000000E+00    0.000000E+00    2.792961E+03   
 5.810000E+00    0.000000E+00    0.000000E+00    2.800046E+03   
 5.815000E+00    0.000000E+00    0.000000E+00    2.805091E+03   
 5.820000E+00    0.000000E+00    0.000000E+00    2.808125E+03   
 5.825000E+00    0.000000E+00    0.000000E+00    2.809164E+03   
 5.830000E+00    0.000000E+00    0.000000E+00    2.808214E+03   
 5.835000E+00    0.000000E+00    0.000000E+00    2.805270E+03   
 5.840000E+00    0.000000E+00    0.000000E+00    2.800316E+03   
 5.845000E+00    0.000000E+00    0.000000E+00    2.793323E+03   
 5.850000E+00    0.000000E+00    0.000000E+00    2.784253E+03   
 5.855000E+00    0.000000E+00    0.000000E+00    2.773058E+03   
 5.860000E+00    0.000000E+00    0.000000E+00    2.759678E+03   
 5.865000E+00    0.000000E+00    0.000000E+00    2.744045E+03   
