time,beta_dot1_x,beta_dot1_y,beta_dot1_z,beta_dot2_x,beta_dot2_y,beta_dot2_z,beta_dot3_x,beta_dot3_y,beta_dot3_z
1.99,0,0.0134789,0,0,-0.0268835,0,0,10.8985,0
1.995,0,0.0139397,0,0,-0.0278231,0,0,8.83087,0
2,0,0.0143099,0,0,-0.02858,0,0,6.73864,0
2.005,0,0.0145853,0,0,-0.0291451,0,0,4.62746,0
2.01,0,0.0147625,0,0,-0.0295117,0,0,2.5032,0
2.015,0,0.0148394,0,0,-0.0296753,0,0,0.37182,0
2.02,0,0.014815,0,0,-0.029634,0,0,-1.76065,0
2.025,0,0.0146899,0,0,-0.0293881,0,0,-3.88815,0
2.03,0,0.0144653,0,0,-0.0289408,0,0,-6.00468,0
2.035,0,0.0141441,0,0,-0.0282973,0,0,-8.10435,0
2.04,0,0.0137301,0,0,-0.0274654,0,0,-10.1814,0
2.045,0,0.0132281,0,0,-0.0264549,0,0,-12.2303,0
2.05,0,0.012644,0,0,-0.0252775,0,0,-14.2457,0
2.055,0,0.0119843,0,0,-0.0239466,0,0,-16.2227,0
2.06,0,0.0112563,0,0,-0.0224772,0,0,-18.1566,0
2.065,0,0.010468,0,0,-0.0208851,0,0,-20.0431,0
2.07,0,0.00962745,0,0,-0.0191871,0,0,-21.8782,0
2.075,0,0.00874323,0,0,-0.0174005,0,0,-23.6586,0
2.08,0,0.00782389,0,0,-0.0155428,0,0,-25.381,0
2.085,0,0.00687798,0,0,-0.0136314,0,0,-27.0428,0
2.09,0,0.00591385,0,0,-0.0116835,0,0,-28.642,0
2.095,0,0.00493958,0,0,-0.00971544,0,0,-30.1766,0
2.1,0,0.00396285,0,0,-0.00774297,0,0,-31.6454,0
2.105,0,0.00299086,0,0,-0.00578078,0,0,-33.0473,0
2.11,0,0.00203025,0,0,-0.00384245,0,0,-34.382,0
2.115,0,0.00108706,0,0,-0.00194031,0,0,-35.6492,0
2.12,0,0.00016668,0,0,-8.53613e-05,0,0,-36.8491,0
2.125,0,-0.000726159,0,0,0.00171275,0,0,-37.9822,0
2.13,0,-0.0015874,0,0,0.00344576,0,0,-39.0494,0
2.135,0,-0.00241366,0,0,0.00510678,0,0,-40.0516,0
2.14,0,-0.0032022,0,0,0.00669022,0,0,-40.9901,0
2.145,0,-0.00395087,0,0,0.00819176,0,0,-41.8664,0
2.15,0,-0.00465812,0,0,0.00960828,0,0,-42.6822,0
2.155,0,-0.00532293,0,0,0.0109377,0,0,-43.4391,0
2.16,0,-0.00594474,0,0,0.012179,0,0,-44.1392,0
2.165,0,-0.00652342,0,0,0.0133319,0,0,-44.7841,0
2.17,0,-0.0070592,0,0,0.0143969,0,0,-45.376,0
2.175,0,-0.00755262,0,0,0.0153753,0,0,-45.9168,0
2.18,0,-0.00800444,0,0,0.0162686,0,0,-46.4084,0
2.185,0,-0.00841565,0,0,0.0170789,0,0,-46.8526,0
2.19,0,-0.00878734,0,0,0.0178085,0,0,-47.2514,0
2.195,0,-0.0091207,0,0,0.01846,0,0,-47.6064,0
2.2,0,-0.00941694,0,0,0.0190358,0,0,-47.9193,0
2.205,0,-0.00967727,0,0,0.0195385,0,0,-48.1916,0
2.21,0,-0.00990285,0,0,0.0199706,0,0,-48.4245,0
2.215,0,-0.0100947,0,0,0.0203343,0,0,-48.6194,0
2.22,0,-0.0102539,0,0,0.0206317,0,0,-48.7771,0
2.225,0,-0.0103811,0,0,0.0208644,0,0,-48.8987,0
2.23,0,-0.0104771,0,0,0.0210339,0,0,-48.9848,0
2.235,0,-0.0105422,0,0,0.0211413,0,0,-49.0358,0
2.24,0,-0.0105767,0,0,0.021187,0,0,-49.052,0
2.245,0,-0.0105807,0,0,0.0211714,0,0,-49.0335,0
2.25,0,-0.010554,0,0,0.0210943,0,0,-48.9803,0
2.255,0,-0.0104963,0,0,0.0209551,0,0,-48.892,0
2.26,0,-0.0104069,0,0,0.0207526,0,0,-48.7682,0
2.265,0,-0.0102852,0,0,0.0204856,0,0,-48.608,0
2.27,0,-0.0101302,0,0,0.0201523,0,0,-48.4108,0
2.275,0,-0.00994077,0,0,0.0197507,0,0,-48.1754,0
2.28,0,-0.00971578,0,0,0.0192784,0,0,-47.9006,0
2.285,0,-0.00945391,0,0,0.018733,0,0,-47.585,0
2.29,0,-0.00915377,0,0,0.0181119,0,0,-47.2273,0
2.295,0,-0.00881399,0,0,0.0174124,0,0,-46.8257,0
2.3,0,-0.00843319,0,0,0.0166318,0,0,-46.3784,0
2.305,0,-0.00801009,0,0,0.0157678,0,0,-45.8838,0
2.31,0,-0.00754351,0,0,0.0148181,0,0,-45.3398,0
2.315,0,-0.00703246,0,0,0.0137809,0,0,-44.7446,0
2.32,0,-0.0064762,0,0,0.0126549,0,0,-44.0962,0
2.325,0,-0.00587429,0,0,0.0114392,0,0,-43.3926,0
2.33,0,-0.00522663,0,0,0.0101338,0,0,-42.6319,0
2.335,0,-0.00453359,0,0,0.00873947,0,0,-41.8124,0
2.34,0,-0.00379598,0,0,0.00725807,0,0,-40.9321,0
2.345,0,-0.00301518,0,0,0.00569241,0,0,-39.9896,0
2.35,0,-0.00219316,0,0,0.00404648,0,0,-38.9833,0
2.355,0,-0.00133254,0,0,0.00232558,0,0,-37.9121,0
2.36,0,-0.000436582,0,0,0.000536308,0,0,-36.7747,0
2.365,0,0.000490713,0,0,-0.00131335,0,0,-35.5706,0
2.37,0,0.00144465,0,0,-0.00321399,0,0,-34.2991,0
2.375,0,0.0024198,0,0,-0.00515484,0,0,-32.9601,0
2.38,0,0.00341006,0,0,-0.00712374,0,0,-31.5539,0
2.385,0,0.00440866,0,0,-0.00910724,0,0,-30.0809,0
2.39,0,0.0054082,0,0,-0.0110907,0,0,-28.5421,0
2.395,0,0.00640075,0,0,-0.0130585,0,0,-26.9389,0
2.4,0,0.00737792,0,0,-0.014994,0,0,-25.2732,0
2.405,0,0.008331,0,0,-0.0168801,0,0,-23.547,0
2.41,0,0.00925102,0,0,-0.0186991,0,0,-21.7631,0
2.415,0,0.0101289,0,0,-0.0204332,0,0,-19.9246,0
2.42,0,0.0109557,0,0,-0.0220649,0,0,-18.035,0
2.425,0,0.0117227,0,0,-0.0235768,0,0,-16.0982,0
2.43,0,0.0124213,0,0,-0.0249526,0,0,-14.1186,0
2.435,0,0.0130438,0,0,-0.0261768,0,0,-12.1009,0
2.44,0,0.013583,0,0,-0.0272355,0,0,-10.0501,0
2.445,0,0.0140324,0,0,-0.0281162,0,0,-7.9714,0
2.45,0,0.0143867,0,0,-0.0288085,0,0,-5.87048,0
2.455,0,0.0146415,0,0,-0.0293041,0,0,-3.75306,0
2.46,0,0.0147938,0,0,-0.0295969,0,0,-1.62505,0
2.465,0,0.0148415,0,0,-0.0296833,0,0,0.507531,0
2.47,0,0.0147841,0,0,-0.0295622,0,0,2.63865,0
2.475,0,0.0146222,0,0,-0.029235,0,0,4.76227,0
2.48,0,0.0143579,0,0,-0.0287058,0,0,6.87242,0
2.485,0,0.0139941,0,0,-0.0279809,0,0,8.96326,0
2.49,0,0.0135355,0,0,-0.027069,0,0,11.0291,0
2.495,0,0.0129873,0,0,-0.0259807,0,0,13.0646,0
2.5,0,0.012356,0,0,-0.0247289,0,0,15.0644,0
2.505,0,0.0116488,0,0,-0.0233276,0,0,17.0239,0
2.51,0,0.0108737,0,0,-0.0217925,0,0,18.9383,0
2.515,0,0.0100391,0,0,-0.0201402,0,0,20.8037,0
2.52,0,0.00915389,0,0,-0.018388,0,0,22.6162,0
2.525,0,0.008227,0,0,-0.0165536,0,0,24.3725,0
2.53,0,0.00726756,0,0,-0.0146549,0,0,26.0698,0
2.535,0,0.00628459,0,0,-0.0127093,0,0,27.7056,0
2.54,0,0.00528683,0,0,-0.0107342,0,0,29.2778,0
2.545,0,0.0042827,0,0,-0.00874588,0,0,30.785,0
2.55,0,0.00328016,0,0,-0.00676006,0,0,32.2259,0
2.555,0,0.00228661,0,0,-0.00479119,0,0,33.5997,0
2.56,0,0.00130884,0,0,-0.00285257,0,0,34.9061,0
2.565,0,0.000352964,0,0,-0.000956196,0,0,36.1451,0
2.57,0,-0.000575597,0,0,0.00088732,0,0,37.3171,0
2.575,0,-0.00147215,0,0,0.00266876,0,0,38.4225,0
2.58,0,-0.00233273,0,0,0.00438033,0,0,39.4624,0
2.585,0,-0.00315407,0,0,0.00601559,0,0,40.4379,0
2.59,0,-0.00393359,0,0,0.00756944,0,0,41.3503,0
2.595,0,-0.00466935,0,0,0.00903804,0,0,42.2012,0
2.6,0,-0.00536,0,0,0.0104187,0,0,42.9923,0
2.605,0,-0.00600476,0,0,0.0117098,0,0,43.7253,0
2.61,0,-0.0066033,0,0,0.0129108,0,0,44.4023,0
2.615,0,-0.00715576,0,0,0.0140216,0,0,45.025,0
2.62,0,-0.00766261,0,0,0.0150433,0,0,45.5955,0
2.625,0,-0.00812463,0,0,0.0159773,0,0,46.1156,0
2.63,0,-0.00854284,0,0,0.0168255,0,0,46.5874,0
2.635,0,-0.00891844,0,0,0.0175901,0,0,47.0127,0
2.64,0,-0.00925275,0,0,0.0182738,0,0,47.3932,0
2.645,0,-0.00954716,0,0,0.0188791,0,0,47.7307,0
2.65,0,-0.00980308,0,0,0.0194087,0,0,48.0267,0
2.655,0,-0.0100219,0,0,0.0198653,0,0,48.2826,0
2.66,0,-0.0102049,0,0,0.0202513,0,0,48.4998,0
2.665,0,-0.0103533,0,0,0.020569,0,0,48.6793,0
2.67,0,-0.0104682,0,0,0.0208205,0,0,48.8222,0
2.675,0,-0.0105505,0,0,0.0210075,0,0,48.9292,0
2.68,0,-0.010601,0,0,0.0211312,0,0,49.0009,0
2.685,0,-0.0106202,0,0,0.0211928,0,0,49.0377,0
2.69,0,-0.0106084,0,0,0.0211927,0,0,49.0399,0
2.695,0,-0.0105658,0,0,0.0211312,0,0,49.0073,0
2.7,0,-0.0104923,0,0,0.0210079,0,0,48.9399,0
2.705,0,-0.0103877,0,0,0.0208223,0,0,48.8373,0
2.71,0,-0.0102514,0,0,0.0205731,0,0,48.6989,0
2.715,0,-0.0100829,0,0,0.020259,0,0,48.5239,0
2.72,0,-0.00988115,0,0,0.0198783,0,0,48.3114,0
2.725,0,-0.00964534,0,0,0.0194288,0,0,48.0604,0
2.73,0,-0.00937435,0,0,0.0189084,0,0,47.7694,0
2.735,0,-0.00906701,0,0,0.0183145,0,0,47.4371,0
2.74,0,-0.00872213,0,0,0.0176446,0,0,47.062,0
2.745,0,-0.00833849,0,0,0.0168962,0,0,46.6423,0
2.75,0,-0.00791492,0,0,0.0160668,0,0,46.1764,0
2.755,0,-0.00745036,0,0,0.0151543,0,0,45.6623,0
2.76,0,-0.00694388,0,0,0.0141565,0,0,45.0981,0
2.765,0,-0.00639476,0,0,0.013072,0,0,44.482,0
2.77,0,-0.00580255,0,0,0.0118998,0,0,43.8119,0
2.775,0,-0.00516711,0,0,0.0106393,0,0,43.0858,0
2.78,0,-0.00448867,0,0,0.00929115,0,0,42.302,0
2.785,0,-0.00376793,0,0,0.00785643,0,0,41.4586,0
2.79,0,-0.00300606,0,0,0.00633746,0,0,40.5538,0
2.795,0,-0.00220478,0,0,0.00473761,0,0,39.5862,0
2.8,0,-0.00136639,0,0,0.00306142,0,0,38.5544,0
2.805,0,-0.000493841,0,0,0.00131473,0,0,37.4571,0
2.81,0,0.000409284,0,0,-0.000495288,0,0,36.2935,0
2.815,0,0.00133872,0,0,-0.00236011,0,0,35.0628,0
2.82,0,0.00228952,0,0,-0.00426982,0,0,33.7647,0
2.825,0,0.00325608,0,0,-0.00621314,0,0,32.3992,0
2.83,0,0.00423215,0,0,-0.0081775,0,0,30.9665,0
2.835,0,0.0052109,0,0,-0.0101491,0,0,29.4675,0
2.84,0,0.00618495,0,0,-0.012113,0,0,27.9033,0
2.845,0,0.00714646,0,0,-0.0140534,0,0,26.2752,0
2.85,0,0.00808724,0,0,-0.0159536,0,0,24.5855,0
2.855,0,0.00899883,0,0,-0.0177965,0,0,22.8363,0
2.86,0,0.00987264,0,0,-0.0195647,0,0,21.0306,0
2.865,0,0.0107001,0,0,-0.0212405,0,0,19.1716,0
2.87,0,0.0114728,0,0,-0.022807,0,0,17.263,0
2.875,0,0.0121825,0,0,-0.0242473,0,0,15.3089,0
2.88,0,0.0128216,0,0,-0.0255459,0,0,13.3138,0
2.885,0,0.0133829,0,0,-0.026688,0,0,11.2825,0
2.89,0,0.0138601,0,0,-0.0276607,0,0,9.22012,0
2.895,0,0.0142477,0,0,-0.0284526,0,0,7.13207,0
2.9,0,0.0145411,0,0,-0.0290542,0,0,5.02401,0
2.905,0,0.0147369,0,0,-0.0294584,0,0,2.90175,0
2.91,0,0.0148326,0,0,-0.0296602,0,0,0.771239,0
2.915,0,0.0148273,0,0,-0.0296573,0,0,-1.36148,0
2.92,0,0.0147209,0,0,-0.0294496,0,0,-3.49037,0
2.925,0,0.0145148,0,0,-0.0290397,0,0,-5.60942,0
2.93,0,0.0142115,0,0,-0.0284324,0,0,-7.71269,0
2.935,0,0.0138145,0,0,-0.0276351,0,0,-9.7944,0
2.94,0,0.0133286,0,0,-0.0266572,0,0,-11.849,0
2.945,0,0.0127593,0,0,-0.0255101,0,0,-13.8711,0
2.95,0,0.0121132,0,0,-0.0242069,0,0,-15.8557,0
2.955,0,0.0113975,0,0,-0.0227622,0,0,-17.798,0
2.96,0,0.0106198,0,0,-0.0211918,0,0,-19.6936,0
2.965,0,0.00978844,0,0,-0.0195123,0,0,-21.5386,0
2.97,0,0.00891175,0,0,-0.017741,0,0,-23.3295,0
2.975,0,0.00799834,0,0,-0.0158953,0,0,-25.0629,0
2.98,0,0.00705676,0,0,-0.0139927,0,0,-26.7363,0
2.985,0,0.00609542,0,0,-0.0120503,0,0,-28.3474,0
2.99,0,0.00512245,0,0,-0.0100848,0,0,-29.8942,0
2.995,0,0.00414562,0,0,-0.00811201,0,0,-31.3754,0
3,0,0.00317222,0,0,-0.00614682,0,0,-32.7899,0
3.005,0,0.00220899,0,0,-0.00420305,0,0,-34.1372,0
3.01,0,0.00126211,0,0,-0.00229325,0,0,-35.417,0
3.015,0,0.000337081,0,0,-0.000428692,0,0,-36.6295,0
3.02,0,-0.000561244,0,0,0.00138073,0,0,-37.7751,0
3.025,0,-0.00142868,0,0,0.0031265,0,0,-38.8545,0
3.03,0,-0.00226172,0,0,0.00480146,0,0,-39.8688,0
3.035,0,-0.0030575,0,0,0.0063998,0,0,-40.8191,0
3.04,0,-0.00381377,0,0,0.00791695,0,0,-41.7069,0
3.045,0,-0.00452888,0,0,0.00934958,0,0,-42.5339,0
3.05,0,-0.00520169,0,0,0.0106954,0,0,-43.3018,0
3.055,0,-0.00583158,0,0,0.0119533,0,0,-44.0123,0
3.06,0,-0.00641833,0,0,0.0131227,0,0,-44.6674,0
3.065,0,-0.00696211,0,0,0.0142041,0,0,-45.2691,0
3.07,0,-0.0074634,0,0,0.0151986,0,0,-45.8193,0
3.075,0,-0.00792295,0,0,0.0161077,0,0,-46.32,0
3.08,0,-0.00834168,0,0,0.0169334,0,0,-46.7729,0
3.085,0,-0.00872068,0,0,0.0176779,0,0,-47.1801,0
3.09,0,-0.00906113,0,0,0.0183438,0,0,-47.5432,0
3.095,0,-0.00936423,0,0,0.0189336,0,0,-47.8639,0
3.1,0,-0.0096312,0,0,0.0194498,0,0,-48.1436,0
3.105,0,-0.0098632,0,0,0.019895,0,0,-48.3838,0
3.11,0,-0.0100613,0,0,0.0202713,0,0,-48.5857,0
3.115,0,-0.0102266,0,0,0.020581,0,0,-48.7504,0
3.12,0,-0.0103597,0,0,0.0208257,0,0,-48.8787,0
3.125,0,-0.0104615,0,0,0.021007,0,0,-48.9713,0
3.13,0,-0.0105323,0,0,0.0211259,0,0,-49.0289,0
3.135,0,-0.0105726,0,0,0.0211831,0,0,-49.0516,0
3.14,0,-0.0105823,0,0,0.021179,0,0,-49.0396,0
3.145,0,-0.0105614,0,0,0.0211135,0,0,-48.993,0
3.15,0,-0.0105095,0,0,0.0209859,0,0,-48.9113,0
3.155,0,-0.0104261,0,0,0.0207954,0,0,-48.7941,0
3.16,0,-0.0103105,0,0,0.0205406,0,0,-48.6408,0
3.165,0,-0.0101618,0,0,0.0202199,0,0,-48.4506,0
3.17,0,-0.00997891,0,0,0.0198312,0,0,-48.2224,0
3.175,0,-0.00976068,0,0,0.0193724,0,0,-47.9551,0
3.18,0,-0.00950582,0,0,0.0188409,0,0,-47.6473,0
3.185,0,-0.00921295,0,0,0.0182341,0,0,-47.2976,0
3.19,0,-0.0088807,0,0,0.0175495,0,0,-46.9043,0
3.195,0,-0.00850769,0,0,0.0167843,0,0,-46.4657,0
3.2,0,-0.0080926,0,0,0.0159361,0,0,-45.9801,0
3.205,0,-0.00763424,0,0,0.0150026,0,0,-45.4455,0
3.21,0,-0.00713159,0,0,0.0139819,0,0,-44.8601,0
3.215,0,-0.00658384,0,0,0.0128726,0,0,-44.2218,0
3.22,0,-0.00599049,0,0,0.0116737,0,0,-43.5286,0
3.225,0,-0.00535139,0,0,0.010385,0,0,-42.7788,0
3.23,0,-0.0046668,0,0,0.00900728,0,0,-41.9704,0
3.235,0,-0.00393745,0,0,0.00754202,0,0,-41.1017,0
3.24,0,-0.00316461,0,0,0.00599186,0,0,-40.1709,0
3.245,0,-0.00235013,0,0,0.00436061,0,0,-39.1767,0
3.25,0,-0.00149651,0,0,0.00265328,0,0,-38.1177,0
3.255,0,-0.000606887,0,0,0.000876249,0,0,-36.9928,0
3.26,0,0.000314875,0,0,-0.00096277,0,0,-35.8012,0
3.265,0,0.00126421,0,0,-0.00285465,0,0,-34.5423,0
3.27,0,0.00223584,0,0,-0.00478885,0,0,-33.216,0
3.275,0,0.00322377,0,0,-0.00675348,0,0,-31.8223,0
3.28,0,0.00422135,0,0,-0.00873533,0,0,-30.3618,0
3.285,0,0.00522129,0,0,-0.01072,0,0,-28.8352,0
3.29,0,0.00621578,0,0,-0.0126919,0,0,-27.244,0
3.295,0,0.00719649,0,0,-0.0146348,0,0,-25.5898,0
3.3,0,0.00815476,0,0,-0.0165315,0,0,-23.8747,0
3.305,0,0.00908165,0,0,-0.0183644,0,0,-22.1014,0
3.31,0,0.00996814,0,0,-0.0201158,0,0,-20.2729,0
3.315,0,0.0108052,0,0,-0.0217679,0,0,-18.3926,0
3.32,0,0.011584,0,0,-0.0233035,0,0,-16.4643,0
3.325,0,0.0122961,0,0,-0.024706,0,0,-14.4924,0
3.33,0,0.0129334,0,0,-0.0259597,0,0,-12.4815,0
3.335,0,0.0134886,0,0,-0.0270504,0,0,-10.4364,0
3.34,0,0.0139553,0,0,-0.0279653,0,0,-8.36254,0
3.345,0,0.0143278,0,0,-0.0286936,0,0,-6.26536,0
3.35,0,0.0146015,0,0,-0.0292266,0,0,-4.15058,0
3.355,0,0.0147732,0,0,-0.0295577,0,0,-2.02411,0
3.36,0,0.0148406,0,0,-0.0296829,0,0,0.10808,0
3.365,0,0.0148028,0,0,-0.0296006,0,0,2.23993,0
3.37,0,0.0146604,0,0,-0.0293118,0,0,4.36541,0
3.375,0,0.014415,0,0,-0.0288201,0,0,6.47854,0
3.38,0,0.0140696,0,0,-0.0281312,0,0,8.57343,0
3.385,0,0.0136284,0,0,-0.0272535,0,0,10.6444,0
3.39,0,0.0130965,0,0,-0.0261974,0,0,12.686,0
3.395,0,0.0124802,0,0,-0.0249751,0,0,14.6929,0
3.4,0,0.0117867,0,0,-0.0236007,0,0,16.6602,0
3.405,0,0.0110237,0,0,-0.0220894,0,0,18.5834,0
3.41,0,0.0101996,0,0,-0.0204578,0,0,20.4582,0
3.415,0,0.00932311,0,0,-0.018723,0,0,22.2809,0
3.42,0,0.00840333,0,0,-0.0169026,0,0,24.048,0
3.425,0,0.0074493,0,0,-0.0150145,0,0,25.7565,0
3.43,0,0.00647006,0,0,-0.0130764,0,0,27.404,0
3.435,0,0.00547441,0,0,-0.0111055,0,0,28.9883,0
3.44,0,0.00447086,0,0,-0.00911851,0,0,30.5077,0
3.445,0,0.00346744,0,0,-0.00713108,0,0,31.9611,0
3.45,0,0.00247167,0,0,-0.00515799,0,0,33.3475,0
3.455,0,0.00149046,0,0,-0.00321275,0,0,34.6666,0
3.46,0,0.00053005,0,0,-0.00130762,0,0,35.9182,0
3.465,0,-0.000404005,0,0,0.000546541,0,0,37.1027,0
3.47,0,-0.00130688,0,0,0.00234025,0,0,38.2205,0
3.475,0,-0.00217447,0,0,0.00406543,0,0,39.2726,0
3.48,0,-0.00300337,0,0,0.0057154,0,0,40.26,0
3.485,0,-0.00379089,0,0,0.00728483,0,0,41.1841,0
3.49,0,-0.00453496,0,0,0.00876964,0,0,42.0464,0
3.495,0,-0.00523414,0,0,0.0101669,0,0,42.8486,0
3.5,0,-0.00588752,0,0,0.0114749,0,0,43.5924,0
3.505,0,-0.00649473,0,0,0.0126927,0,0,44.2797,0
3.51,0,-0.00705579,0,0,0.0138204,0,0,44.9124,0
3.515,0,-0.00757113,0,0,0.0148587,0,0,45.4925,0
3.52,0,-0.00804147,0,0,0.015809,0,0,46.022,0
3.525,0,-0.0084678,0,0,0.0166731,0,0,46.5027,0
3.53,0,-0.00885128,0,0,0.0174532,0,0,46.9365,0
3.535,0,-0.00919322,0,0,0.0181518,0,0,47.3253,0
3.54,0,-0.009495,0,0,0.0187716,0,0,47.6707,0
3.545,0,-0.00975802,0,0,0.0193152,0,0,47.9743,0
3.55,0,-0.00998367,0,0,0.0197853,0,0,48.2377,0
3.555,0,-0.0101733,0,0,0.0201843,0,0,48.462,0
3.56,0,-0.0103281,0,0,0.0205146,0,0,48.6485,0
3.565,0,-0.0104492,0,0,0.0207784,0,0,48.7982,0
3.57,0,-0.0105375,0,0,0.0209773,0,0,48.9119,0
3.575,0,-0.0105939,0,0,0.0211128,0,0,48.9902,0
3.58,0,-0.0106189,0,0,0.021186,0,0,49.0335,0
3.585,0,-0.0106129,0,0,0.0211974,0,0,49.0421,0
3.59,0,-0.0105761,0,0,0.0211474,0,0,49.0161,0
3.595,0,-0.0105085,0,0,0.0210357,0,0,48.9552,0
3.6,0,-0.0104097,0,0,0.0208618,0,0,48.8593,0
3.605,0,-0.0102794,0,0,0.0206247,0,0,48.7276,0
3.61,0,-0.0101169,0,0,0.0203229,0,0,48.5595,0
3.615,0,-0.00992149,0,0,0.0199548,0,0,48.3541,0
3.62,0,-0.00969214,0,0,0.0195184,0,0,48.1104,0
3.625,0,-0.00942783,0,0,0.0190114,0,0,47.827,0
3.63,0,-0.00912739,0,0,0.0184314,0,0,47.5026,0
3.635,0,-0.00878963,0,0,0.0177759,0,0,47.1356,0
3.64,0,-0.00841334,0,0,0.0170424,0,0,46.7244,0
3.645,0,-0.00799733,0,0,0.0162284,0,0,46.2673,0
3.65,0,-0.00754052,0,0,0.0153316,0,0,45.7623,0
3.655,0,-0.00704195,0,0,0.0143499,0,0,45.2077,0
3.66,0,-0.00650087,0,0,0.0132818,0,0,44.6014,0
3.665,0,-0.00591675,0,0,0.012126,0,0,43.9415,0
3.67,0,-0.00528939,0,0,0.0108821,0,0,43.2261,0
3.675,0,-0.00461897,0,0,0.00955027,0,0,42.4533,0
3.68,0,-0.00390608,0,0,0.00813161,0,0,41.6211,0
3.685,0,-0.0031518,0,0,0.0066282,0,0,40.728,0
3.69,0,-0.00235774,0,0,0.00504318,0,0,39.7723,0
3.695,0,-0.0015261,0,0,0.00338088,0,0,38.7526,0
3.7,0,-0.000659692,0,0,0.0016469,0,0,37.6676,0
3.705,0,0.000238011,0,0,-0.00015187,0,0,36.5165,0
3.71,0,0.00116287,0,0,-0.00200714,0,0,35.2984,0
3.715,0,0.00211008,0,0,-0.00390926,0,0,34.0129,0
3.72,0,0.00307414,0,0,-0.00584721,0,0,32.66,0
3.725,0,0.00404894,0,0,-0.00780864,0,0,31.2399,0
3.73,0,0.00502773,0,0,-0.00977999,0,0,29.7533,0
3.735,0,0.00600325,0,0,-0.0117465,0,0,28.2011,0
3.74,0,0.00696772,0,0,-0.0136926,0,0,26.5849,0
3.745,0,0.00791302,0,0,-0.0156016,0,0,24.9065,0
3.75,0,0.00883073,0,0,-0.0174566,0,0,23.1683,0
3.755,0,0.00971227,0,0,-0.01924,0,0,21.3729,0
3.76,0,0.0105491,0,0,-0.0209345,0,0,19.5236,0
3.765,0,0.0113326,0,0,-0.0225227,0,0,17.624,0
3.77,0,0.0120547,0,0,-0.0239879,0,0,15.6781,0
3.775,0,0.0127076,0,0,-0.0253142,0,0,13.6904,0
3.78,0,0.013284,0,0,-0.0264867,0,0,11.6654,0
3.785,0,0.0137774,0,0,-0.027492,0,0,9.60847,0
3.79,0,0.0141822,0,0,-0.0283185,0,0,7.52481,0
3.795,0,0.0144935,0,0,-0.0289564,0,0,5.42005,0
3.8,0,0.0147078,0,0,-0.029398,0,0,3.3,0
3.805,0,0.0148224,0,0,-0.029638,0,0,1.17058,0
3.81,0,0.014836,0,0,-0.0296735,0,0,-0.962188,0
3.815,0,0.0147485,0,0,-0.029504,0,0,-3.09226,0
3.82,0,0.0145609,0,0,-0.0291316,0,0,-5.2136,0
3.825,0,0.0142755,0,0,-0.0285608,0,0,-7.32026,0
3.83,0,0.0138958,0,0,-0.0277985,0,0,-9.40645,0
3.835,0,0.0134261,0,0,-0.0268536,0,0,-11.4665,0
3.84,0,0.012872,0,0,-0.0257372,0,0,-13.4951,0
3.845,0,0.0122398,0,0,-0.0244622,0,0,-15.4871,0
3.85,0,0.0115365,0,0,-0.0230428,0,0,-17.4376,0
3.855,0,0.0107698,0,0,-0.0214947,0,0,-19.3423,0
3.86,0,0.00994784,0,0,-0.0198344,0,0,-21.1971,0
3.865,0,0.00907899,0,0,-0.0180789,0,0,-22.9984,0
3.87,0,0.0081718,0,0,-0.0162458,0,0,-24.7428,0
3.875,0,0.00723485,0,0,-0.0143525,0,0,-26.4276,0
3.88,0,0.00627658,0,0,-0.0124163,0,0,-28.0505,0
3.885,0,0.00530519,0,0,-0.0104539,0,0,-29.6094,0
3.89,0,0.00432851,0,0,-0.00848132,0,0,-31.103,0
3.895,0,0.00335393,0,0,-0.00651362,0,0,-32.5301,0
3.9,0,0.00238831,0,0,-0.00456485,0,0,-33.89,0
3.905,0,0.00143793,0,0,-0.00264779,0,0,-35.1825,0
3.91,0,0.00050842,0,0,-0.000773962,0,0,-36.4076,0
3.915,0,-0.000395244,0,0,0.00104648,0,0,-37.5656,0
3.92,0,-0.00126875,0,0,0.00280475,0,0,-38.6573,0
3.925,0,-0.00210847,0,0,0.00449346,0,0,-39.6837,0
3.93,0,-0.00291142,0,0,0.00610653,0,0,-40.6459,0
3.935,0,-0.00367523,0,0,0.00763918,0,0,-41.5454,0
3.94,0,-0.00439815,0,0,0.00908784,0,0,-42.3836,0
3.945,0,-0.00507894,0,0,0.0104501,0,0,-43.1624,0
3.95,0,-0.0057169,0,0,0.0117244,0,0,-43.8835,0
3.955,0,-0.00631172,0,0,0.0129104,0,0,-44.5489,0
3.96,0,-0.00686352,0,0,0.0140082,0,0,-45.1604,0
3.965,0,-0.00737273,0,0,0.0150189,0,0,-45.7201,0
3.97,0,-0.00784002,0,0,0.0159438,0,0,-46.2299,0
3.975,0,-0.00826632,0,0,0.016785,0,0,-46.6917,0
3.98,0,-0.00865268,0,0,0.0175445,0,0,-47.1073,0
3.985,0,-0.00900025,0,0,0.018225,0,0,-47.4785,0
3.99,0,-0.00931025,0,0,0.0188288,0,0,-47.807,0
3.995,0,-0.0095839,0,0,0.0193586,0,0,-48.0943,0
4,0,-0.00982236,0,0,0.0198169,0,0,-48.3418,0
4.005,0,-0.0100268,0,0,0.020206,0,0,-48.5508,0
4.01,0,-0.0101981,0,0,0.020528,0,0,-48.7223,0
