time,beta_dot1_x,beta_dot1_y,beta_dot1_z,beta_dot2_x,beta_dot2_y,beta_dot2_z,beta_dot3_x,beta_dot3_y,beta_dot3_z
4.015,0,-0.0103372,0,0,0.0207847,0,0,-48.8574,0
4.02,0,-0.0104448,0,0,0.0209778,0,0,-48.9567,0
4.025,0,-0.0105214,0,0,0.0211083,0,0,-49.0207,0
4.03,0,-0.0105674,0,0,0.0211771,0,0,-49.05,0
4.035,0,-0.0105828,0,0,0.0211845,0,0,-49.0445,0
4.04,0,-0.0105676,0,0,0.0211305,0,0,-49.0044,0
4.045,0,-0.0105216,0,0,0.0210146,0,0,-48.9292,0
4.05,0,-0.0104441,0,0,0.0208359,0,0,-48.8188,0
4.055,0,-0.0103346,0,0,0.0205933,0,0,-48.6723,0
4.06,0,-0.0101922,0,0,0.0202851,0,0,-48.4891,0
4.065,0,-0.0100158,0,0,0.0199093,0,0,-48.2681,0
4.07,0,-0.0098043,0,0,0.0194638,0,0,-48.0082,0
4.075,0,-0.0095564,0,0,0.0189461,0,0,-47.7081,0
4.08,0,-0.00927076,0,0,0.0183536,0,0,-47.3663,0
4.085,0,-0.00894599,0,0,0.0176837,0,0,-46.9813,0
4.09,0,-0.00858071,0,0,0.0169338,0,0,-46.5514,0
4.095,0,-0.0081736,0,0,0.0161013,0,0,-46.0747,0
4.1,0,-0.00772343,0,0,0.015184,0,0,-45.5495,0
4.105,0,-0.00722913,0,0,0.0141798,0,0,-44.9737,0
4.11,0,-0.00668988,0,0,0.0130871,0,0,-44.3454,0
4.115,0,-0.0061051,0,0,0.011905,0,0,-43.6627,0
4.12,0,-0.00547456,0,0,0.0106332,0,0,-42.9237,0
4.125,0,-0.00479844,0,0,0.00927202,0,0,-42.1264,0
4.13,0,-0.00407739,0,0,0.00782298,0,0,-41.2691,0
4.135,0,-0.00331258,0,0,0.00628847,0,0,-40.35,0
4.14,0,-0.00250573,0,0,0.00467206,0,0,-39.3678,0
4.145,0,-0.00165921,0,0,0.00297854,0,0,-38.321,0
4.15,0,-0.000776062,0,0,0.00121401,0,0,-37.2085,0
4.155,0,0.000140007,0,0,-0.000614051,0,0,-36.0294,0
4.16,0,0.00108456,0,0,-0.00249679,0,0,-34.7832,0
4.165,0,0.00205244,0,0,-0.00442393,0,0,-33.4695,0
4.17,0,0.00303781,0,0,-0.00638383,0,0,-32.0884,0
4.175,0,0.00403412,0,0,-0.00836352,0,0,-30.6403,0
4.18,0,0.0050342,0,0,-0.0103488,0,0,-29.1261,0
4.185,0,0.00603033,0,0,-0.0123243,0,0,-27.5469,0
4.19,0,0.00701427,0,0,-0.0142739,0,0,-25.9043,0
4.195,0,0.00797741,0,0,-0.0161806,0,0,-24.2004,0
4.2,0,0.00891087,0,0,-0.0180268,0,0,-22.4378,0
4.205,0,0.00980561,0,0,-0.0197948,0,0,-20.6194,0
4.21,0,0.0106526,0,0,-0.0214669,0,0,-18.7485,0
4.215,0,0.011443,0,0,-0.0230256,0,0,-16.8289,0
4.22,0,0.0121682,0,0,-0.0244542,0,0,-14.8648,0
4.225,0,0.0128201,0,0,-0.0257369,0,0,-12.8608,0
4.23,0,0.0133912,0,0,-0.0268591,0,0,-10.8218,0
4.235,0,0.0138749,0,0,-0.0278079,0,0,-8.75287,0
4.24,0,0.0142654,0,0,-0.0285718,0,0,-6.65962,0
4.245,0,0.0145579,0,0,-0.029142,0,0,-4.5477,0
4.25,0,0.0147489,0,0,-0.0295113,0,0,-2.42296,0
4.255,0,0.0148359,0,0,-0.0296752,0,0,-0.291383,0
4.26,0,0.0148179,0,0,-0.0296318,0,0,1.84099,0
4.265,0,0.014695,0,0,-0.0293815,0,0,3.96813,0
4.27,0,0.0144687,0,0,-0.0289274,0,0,6.08401,0
4.275,0,0.0141418,0,0,-0.0282749,0,0,8.18276,0
4.28,0,0.0137181,0,0,-0.0274318,0,0,10.2586,0
4.285,0,0.0132027,0,0,-0.0264082,0,0,12.3061,0
4.29,0,0.0126017,0,0,-0.0252161,0,0,14.3199,0
4.295,0,0.0119221,0,0,-0.023869,0,0,16.295,0
4.3,0,0.0111715,0,0,-0.0223821,0,0,18.2268,0
4.305,0,0.0103582,0,0,-0.0207717,0,0,20.111,0
4.31,0,0.00949082,0,0,-0.0190549,0,0,21.9437,0
4.315,0,0.00857846,0,0,-0.0172492,0,0,23.7214,0
4.32,0,0.00763016,0,0,-0.0153725,0,0,25.4411,0
4.325,0,0.00665496,0,0,-0.0134424,0,0,27.1002,0
4.33,0,0.00566173,0,0,-0.0114764,0,0,28.6965,0
4.335,0,0.00465903,0,0,-0.00949112,0,0,30.2282,0
4.34,0,0.00365499,0,0,-0.00750262,0,0,31.694,0
4.345,0,0.00265724,0,0,-0.00552577,0,0,33.093,0
4.35,0,0.00167281,0,0,-0.00357435,0,0,34.4247,0
4.355,0,0.000708062,0,0,-0.00166083,0,0,35.689,0
4.36,0,-0.000231317,0,0,0.000203637,0,0,36.8859,0
4.365,0,-0.00114036,0,0,0.00200932,0,0,38.0162,0
4.37,0,-0.00201484,0,0,0.00374788,0,0,39.0805,0
4.375,0,-0.00285122,0,0,0.00541239,0,0,40.08,0
4.38,0,-0.00364666,0,0,0.00699725,0,0,41.0158,0
4.385,0,-0.004399,0,0,0.00849816,0,0,41.8896,0
4.39,0,-0.00510666,0,0,0.00991201,0,0,42.7029,0
4.395,0,-0.00576867,0,0,0.0112368,0,0,43.4574,0
4.4,0,-0.00638453,0,0,0.0124715,0,0,44.1552,0
4.405,0,-0.00695421,0,0,0.013616,0,0,44.798,0
4.41,0,-0.00747807,0,0,0.014671,0,0,45.3878,0
4.415,0,-0.00795677,0,0,0.0156376,0,0,45.9266,0
4.42,0,-0.00839126,0,0,0.0165177,0,0,46.4163,0
4.425,0,-0.00878267,0,0,0.0173134,0,0,46.8587,0
4.43,0,-0.00913229,0,0,0.0180271,0,0,47.2558,0
4.435,0,-0.00944148,0,0,0.0186614,0,0,47.6092,0
4.44,0,-0.00971165,0,0,0.0192191,0,0,47.9206,0
4.445,0,-0.00994419,0,0,0.0197027,0,0,48.1913,0
4.45,0,-0.0101405,0,0,0.0201149,0,0,48.4229,0
4.455,0,-0.0103017,0,0,0.0204579,0,0,48.6164,0
4.46,0,-0.010429,0,0,0.020734,0,0,48.7729,0
4.465,0,-0.0105235,0,0,0.0209449,0,0,48.8933,0
4.47,0,-0.0105858,0,0,0.0210922,0,0,48.9782,0
4.475,0,-0.0106166,0,0,0.021177,0,0,49.028,0
4.48,0,-0.0106164,0,0,0.0212,0,0,49.0431,0
4.485,0,-0.0105854,0,0,0.0211615,0,0,49.0236,0
4.49,0,-0.0105235,0,0,0.0210614,0,0,48.9693,0
4.495,0,-0.0104306,0,0,0.0208992,0,0,48.8799,0
4.5,0,-0.0103062,0,0,0.0206739,0,0,48.755,0
4.505,0,-0.0101498,0,0,0.0203844,0,0,48.5938,0
4.51,0,-0.00996064,0,0,0.0200289,0,0,48.3955,0
4.515,0,-0.00973772,0,0,0.0196054,0,0,48.159,0
4.52,0,-0.00948004,0,0,0.0191118,0,0,47.8831,0
4.525,0,-0.00918646,0,0,0.0185457,0,0,47.5665,0
4.53,0,-0.00885578,0,0,0.0179046,0,0,47.2076,0
4.535,0,-0.00848679,0,0,0.0171859,0,0,46.8048,0
4.54,0,-0.00807831,0,0,0.0163871,0,0,46.3565,0
4.545,0,-0.00762922,0,0,0.015506,0,0,45.8606,0
4.55,0,-0.00713854,0,0,0.0145403,0,0,45.3154,0
4.555,0,-0.00660546,0,0,0.0134885,0,0,44.719,0
4.56,0,-0.00602943,0,0,0.0123492,0,0,44.0693,0
4.565,0,-0.00541017,0,0,0.0111218,0,0,43.3644,0
4.57,0,-0.00474778,0,0,0.00980634,0,0,42.6025,0
4.575,0,-0.00404278,0,0,0.00840382,0,0,41.7816,0
4.58,0,-0.00329614,0,0,0.00691607,0,0,40.9,0
4.585,0,-0.00250938,0,0,0.00534605,0,0,39.9561,0
4.59,0,-0.00168458,0,0,0.00369783,0,0,38.9485,0
4.595,0,-0.000824444,0,0,0.00197679,0,0,37.8758,0
4.6,0,6.76932e-05,0,0,0.000189563,0,0,36.7371,0
4.605,0,0.000987814,0,0,-0.00165582,0,0,35.5316,0
4.61,0,0.00193123,0,0,-0.00354996,0,0,34.2588,0
4.615,0,0.00289259,0,0,-0.0054821,0,0,32.9185,0
4.62,0,0.00386587,0,0,-0.00744014,0,0,31.511,0
4.625,0,0.00484445,0,0,-0.00941071,0,0,30.0367,0
4.63,0,0.00582116,0,0,-0.0113793,0,0,28.4967,0
4.635,0,0.00678831,0,0,-0.0133304,0,0,26.8924,0
4.64,0,0.00773783,0,0,-0.0152477,0,0,25.2255,0
4.645,0,0.00866135,0,0,-0.0171141,0,0,23.4982,0
4.65,0,0.00955032,0,0,-0.0189123,0,0,21.7133,0
4.655,0,0.0103961,0,0,-0.0206247,0,0,19.8739,0
4.66,0,0.0111903,0,0,-0.0222342,0,0,17.9834,0
4.665,0,0.0119245,0,0,-0.0237236,0,0,16.0459,0
4.67,0,0.0125909,0,0,-0.0250771,0,0,14.0656,0
4.675,0,0.0131822,0,0,-0.0262794,0,0,12.0473,0
4.68,0,0.0136916,0,0,-0.027317,0,0,9.99589,0
4.685,0,0.0141134,0,0,-0.0281778,0,0,7.9168,0
4.69,0,0.0144425,0,0,-0.0288517,0,0,5.81556,0
4.695,0,0.0146752,0,0,-0.0293305,0,0,3.69793,0
4.7,0,0.0148086,0,0,-0.0296086,0,0,1.56981,0
4.705,0,0.0148412,0,0,-0.0296825,0,0,-0.562797,0
4.71,0,0.0147725,0,0,-0.0295513,0,0,-2.69383,0
4.715,0,0.0146036,0,0,-0.0292166,0,0,-4.81726,0
4.72,0,0.0143363,0,0,-0.0286826,0,0,-6.92712,0
4.725,0,0.0139739,0,0,-0.0279555,0,0,-9.01758,0
4.73,0,0.0135207,0,0,-0.027044,0,0,-11.083,0
4.735,0,0.0129819,0,0,-0.0259588,0,0,-13.1178,0
4.74,0,0.0123638,0,0,-0.0247124,0,0,-15.117,0
4.745,0,0.0116733,0,0,-0.0233189,0,0,-17.0757,0
4.75,0,0.0109178,0,0,-0.0217937,0,0,-18.9893,0
4.755,0,0.0101056,0,0,-0.0201531,0,0,-20.8537,0
4.76,0,0.00924488,0,0,-0.0184141,0,0,-22.6653,0
4.765,0,0.00834422,0,0,-0.0165942,0,0,-24.4206,0
4.77,0,0.00741219,0,0,-0.0147109,0,0,-26.1167,0
4.775,0,0.00645728,0,0,-0.0127814,0,0,-27.7514,0
4.78,0,0.00548774,0,0,-0.0108227,0,0,-29.3224,0
4.785,0,0.00451147,0,0,-0.0088508,0,0,-30.8283,0
4.79,0,0.00353596,0,0,-0.00688109,0,0,-32.2679,0
4.795,0,0.00256817,0,0,-0.00492776,0,0,-33.6405,0
4.8,0,0.00161449,0,0,-0.00300384,0,0,-34.9456,0
4.805,0,0.000680669,0,0,-0.00112111,0,0,-36.1833,0
4.81,0,-0.000228184,0,0,0.000710041,0,0,-37.3538,0
4.815,0,-0.00110764,0,0,0.00248056,0,0,-38.4579,0
4.82,0,-0.00195393,0,0,0.0041828,0,0,-39.4964,0
4.825,0,-0.00276396,0,0,0.00581043,0,0,-40.4705,0
4.83,0,-0.00353526,0,0,0.00735845,0,0,-41.3816,0
4.835,0,-0.00426594,0,0,0.00882306,0,0,-42.2312,0
4.84,0,-0.00495469,0,0,0.0102016,0,0,-43.021,0
4.845,0,-0.0056007,0,0,0.0114925,0,0,-43.7528,0
4.85,0,-0.00620361,0,0,0.012695,0,0,-44.4284,0
4.855,0,-0.00676344,0,0,0.0138093,0,0,-45.0499,0
4.86,0,-0.00728058,0,0,0.0148362,0,0,-45.6192,0
4.865,0,-0.00775566,0,0,0.0157771,0,0,-46.1381,0
4.87,0,-0.00818956,0,0,0.0166337,0,0,-46.6087,0
4.875,0,-0.00858331,0,0,0.0174084,0,0,-47.0329,0
4.88,0,-0.00893805,0,0,0.0181035,0,0,-47.4123,0
4.885,0,-0.009255,0,0,0.0187214,0,0,-47.7486,0
4.89,0,-0.00953536,0,0,0.0192649,0,0,-48.0435,0
4.895,0,-0.00978033,0,0,0.0197364,0,0,-48.2984,0
4.9,0,-0.00999102,0,0,0.0201383,0,0,-48.5145,0
4.905,0,-0.0101685,0,0,0.0204727,0,0,-48.693,0
4.91,0,-0.0103136,0,0,0.0207415,0,0,-48.8348,0
4.915,0,-0.010427,0,0,0.0209464,0,0,-48.9408,0
4.92,0,-0.0105094,0,0,0.0210886,0,0,-49.0114,0
4.925,0,-0.0105611,0,0,0.0211689,0,0,-49.0471,0
4.93,0,-0.0105822,0,0,0.0211878,0,0,-49.0482,0
4.935,0,-0.0105728,0,0,0.0211453,0,0,-49.0145,0
4.94,0,-0.0105326,0,0,0.021041,0,0,-48.946,0
4.945,0,-0.0104611,0,0,0.0208742,0,0,-48.8422,0
4.95,0,-0.0103576,0,0,0.0206437,0,0,-48.7025,0
4.955,0,-0.0102214,0,0,0.0203479,0,0,-48.5262,0
4.96,0,-0.0100515,0,0,0.0199849,0,0,-48.3124,0
4.965,0,-0.00984664,0,0,0.0195526,0,0,-48.0599,0
4.97,0,-0.00960566,0,0,0.0190486,0,0,-47.7674,0
4.975,0,-0.00932719,0,0,0.0184704,0,0,-47.4336,0
4.98,0,-0.00900985,0,0,0.0178152,0,0,-47.0568,0
4.985,0,-0.00865226,0,0,0.0170805,0,0,-46.6354,0
4.99,0,-0.00825308,0,0,0.0162636,0,0,-46.1676,0
4.995,0,-0.00781106,0,0,0.0153623,0,0,-45.6516,0
5,0,-0.0073251,0,0,0.0143745,0,0,-45.0854,0
5.005,0,-0.00679432,0,0,0.0132985,0,0,-44.4671,0
5.01,0,-0.00621809,0,0,0.0121332,0,0,-43.7948,0
5.015,0,-0.00559612,0,0,0.0108782,0,0,-43.0664,0
5.02,0,-0.00492851,0,0,0.00953367,0,0,-42.2802,0
5.025,0,-0.0042158,0,0,0.00810094,0,0,-41.4343,0
5.03,0,-0.00345907,0,0,0.0065822,0,0,-40.5269,0
5.035,0,-0.00265993,0,0,0.0049808,0,0,-39.5566,0
5.04,0,-0.00182063,0,0,0.0033013,0,0,-38.522,0
5.045,0,-0.000944082,0,0,0.00154954,0,0,-37.4219,0
5.05,0,-3.38618e-05,0,0,-0.000267252,0,0,-36.2553,0
5.055,0,0.000905726,0,0,-0.00214049,0,0,-35.0217,0
5.06,0,0.00186967,0,0,-0.00406016,0,0,-33.7207,0
5.065,0,0.00285223,0,0,-0.00601487,0,0,-32.3522,0
5.07,0,0.00384702,0,0,-0.0079919,0,0,-30.9166,0
5.075,0,0.00484697,0,0,-0.00997726,0,0,-29.4147,0
5.08,0,0.00584445,0,0,-0.0119559,0,0,-27.8475,0
5.085,0,0.00683132,0,0,-0.0139116,0,0,-26.2166,0
5.09,0,0.00779903,0,0,-0.0158276,0,0,-24.5241,0
5.095,0,0.00873873,0,0,-0.0176865,0,0,-22.7723,0
5.1,0,0.00964141,0,0,-0.0194705,0,0,-20.964,0
5.105,0,0.010498,0,0,-0.0211618,0,0,-19.1027,0
5.11,0,0.0112997,0,0,-0.0227431,0,0,-17.1919,0
5.115,0,0.0120377,0,0,-0.0241973,0,0,-15.2358,0
5.12,0,0.0127039,0,0,-0.0255085,0,0,-13.2389,0
5.125,0,0.0132907,0,0,-0.0266618,0,0,-11.2061,0
5.13,0,0.0137913,0,0,-0.0276439,0,0,-9.14234,0
5.135,0,0.0141996,0,0,-0.0284433,0,0,-7.05323,0
5.14,0,0.0145108,0,0,-0.0290503,0,0,-4.94436,0
5.145,0,0.014721,0,0,-0.0294576,0,0,-2.82157,0
5.15,0,0.0148276,0,0,-0.0296603,0,0,-0.690818,0
5.155,0,0.0148293,0,0,-0.0296557,0,0,1.44187,0
5.16,0,0.0147259,0,0,-0.029444,0,0,3.57044,0
5.165,0,0.0145188,0,0,-0.0290277,0,0,5.68889,0
5.17,0,0.0142105,0,0,-0.0284118,0,0,7.79129,0
5.175,0,0.0138046,0,0,-0.0276038,0,0,9.87188,0
5.18,0,0.0133059,0,0,-0.0266131,0,0,11.9251,0
5.185,0,0.0127205,0,0,-0.0254515,0,0,13.9455,0
5.19,0,0.012055,0,0,-0.0241324,0,0,15.9283,0
5.195,0,0.0113171,0,0,-0.0226705,0,0,17.8685,0
5.2,0,0.0105148,0,0,-0.021082,0,0,19.7619,0
5.205,0,0.00965695,0,0,-0.0193837,0,0,21.6046,0
5.21,0,0.00875233,0,0,-0.0175933,0,0,23.3928,0
5.215,0,0.00781007,0,0,-0.0157285,0,0,25.1236,0
5.22,0,0.00683922,0,0,-0.0138071,0,0,26.7942,0
5.225,0,0.00584871,0,0,-0.0118465,0,0,28.4024,0
5.23,0,0.00484715,0,0,-0.00986362,0,0,29.9463,0
5.235,0,0.00384277,0,0,-0.00787456,0,0,31.4245,0
5.24,0,0.00284329,0,0,-0.00589445,0,0,32.8361,0
5.245,0,0.00185585,0,0,-0.00393727,0,0,34.1805,0
5.25,0,0.000886967,0,0,-0.00201577,0,0,35.4573,0
5.255,0,-5.75627e-05,0,0,-0.000141332,0,0,36.6669,0
5.26,0,-0.000972635,0,0,0.00167604,0,0,37.8096,0
5.265,0,-0.00185387,0,0,0.00342774,0,0,38.8862,0
5.27,0,-0.00269762,0,0,0.00510658,0,0,39.8977,0
5.275,0,-0.00350092,0,0,0.00670672,0,0,40.8453,0
5.28,0,-0.00426146,0,0,0.00822362,0,0,41.7306,0
5.285,0,-0.00497759,0,0,0.00965396,0,0,42.5551,0
5.29,0,-0.0056482,0,0,0.0109955,0,0,43.3205,0
5.295,0,-0.00627272,0,0,0.0122472,0,0,44.0287,0
5.3,0,-0.00685103,0,0,0.0134086,0,0,44.6817,0
5.305,0,-0.00738342,0,0,0.0144802,0,0,45.2813,0
5.31,0,-0.00787052,0,0,0.0154632,0,0,45.8295,0
5.315,0,-0.0083132,0,0,0.0163594,0,0,46.3282,0
5.32,0,-0.00871259,0,0,0.0171707,0,0,46.7794,0
5.325,0,-0.00906993,0,0,0.0178995,0,0,47.1848,0
5.33,0,-0.00938659,0,0,0.0185485,0,0,47.5463,0
5.335,0,-0.00966396,0,0,0.0191204,0,0,47.8654,0
5.34,0,-0.00990344,0,0,0.0196176,0,0,48.1437,0
5.345,0,-0.0101064,0,0,0.020043,0,0,48.3825,0
5.35,0,-0.0102741,0,0,0.0203988,0,0,48.583,0
5.355,0,-0.0104077,0,0,0.0206873,0,0,48.7464,0
5.36,0,-0.0105082,0,0,0.0209103,0,0,48.8735,0
5.365,0,-0.0105765,0,0,0.0210694,0,0,48.9649,0
5.37,0,-0.0106132,0,0,0.0211658,0,0,49.0213,0
5.375,0,-0.0106188,0,0,0.0212003,0,0,49.0429,0
5.38,0,-0.0105935,0,0,0.0211733,0,0,49.0299,0
5.385,0,-0.0105374,0,0,0.0210848,0,0,48.9821,0
5.39,0,-0.0104504,0,0,0.0209343,0,0,48.8993,0
5.395,0,-0.0103319,0,0,0.020721,0,0,48.7811,0
5.4,0,-0.0101816,0,0,0.0204436,0,0,48.6268,0
5.405,0,-0.00999861,0,0,0.0201005,0,0,48.4355,0
5.41,0,-0.00978208,0,0,0.01969,0,0,48.2062,0
5.415,0,-0.009531,0,0,0.0192097,0,0,47.9378,0
5.42,0,-0.00924423,0,0,0.0186573,0,0,47.629,0
5.425,0,-0.00892059,0,0,0.0180305,0,0,47.2781,0
5.43,0,-0.00855887,0,0,0.0173265,0,0,46.8837,0
5.435,0,-0.00815787,0,0,0.0165429,0,0,46.444,0
5.44,0,-0.00771646,0,0,0.0156773,0,0,45.9572,0
5.445,0,-0.00723364,0,0,0.0147277,0,0,45.4214,0
5.45,0,-0.00670855,0,0,0.0136921,0,0,44.8347,0
5.455,0,-0.00614059,0,0,0.0125692,0,0,44.1951,0
5.46,0,-0.00552943,0,0,0.0113583,0,0,43.5007,0
5.465,0,-0.0048751,0,0,0.0100594,0,0,42.7496,0
5.47,0,-0.00417802,0,0,0.00867303,0,0,41.9399,0
5.475,0,-0.00343908,0,0,0.00720106,0,0,41.0698,0
5.48,0,-0.00265969,0,0,0.00564616,0,0,40.1377,0
5.485,0,-0.00184183,0,0,0.00401222,0,0,39.1421,0
5.49,0,-0.000988072,0,0,0.00230435,0,0,38.0817,0
5.495,0,-0.000101642,0,0,0.000528952,0,0,36.9554,0
5.5,0,0.000813575,0,0,-0.00130621,0,0,35.7625,0
5.505,0,0.00175302,0,0,-0.003192,0,0,34.5023,0
5.51,0,0.00271145,0,0,-0.00511791,0,0,33.1746,0
5.515,0,0.00368299,0,0,-0.00707207,0,0,31.7797,0
5.52,0,0.00466111,0,0,-0.00904137,0,0,30.3178,0
5.525,0,0.00563874,0,0,-0.0110115,0,0,28.7901,0
5.53,0,0.00660828,0,0,-0.0129671,0,0,27.1977,0
5.535,0,0.00756173,0,0,-0.014892,0,0,25.5423,0
5.54,0,0.00849077,0,0,-0.0167692,0,0,23.8262,0
5.545,0,0.00938687,0,0,-0.0185815,0,0,22.0518,0
5.55,0,0.0102414,0,0,-0.0203114,0,0,20.2224,0
5.555,0,0.0110459,0,0,-0.0219414,0,0,18.3412,0
5.56,0,0.011792,0,0,-0.0234546,0,0,16.4121,0
5.565,0,0.0124716,0,0,-0.0248347,0,0,14.4395,0
5.57,0,0.0130775,0,0,-0.0260664,0,0,12.4279,0
5.575,0,0.0136027,0,0,-0.0271358,0,0,10.3823,0
5.58,0,0.0140413,0,0,-0.0280306,0,0,8.30802,0
5.585,0,0.0143881,0,0,-0.0287401,0,0,6.2105,0
5.59,0,0.0146391,0,0,-0.029256,0,0,4.09549,0
5.595,0,0.0147912,0,0,-0.0295719,0,0,1.96887,0
5.6,0,0.0148428,0,0,-0.0296842,0,0,-0.16335,0
5.605,0,0.0147931,0,0,-0.0295914,0,0,-2.29514,0
5.61,0,0.0146428,0,0,-0.0292946,0,0,-4.42045,0
5.615,0,0.0143937,0,0,-0.0287975,0,0,-6.5333,0
5.62,0,0.0140488,0,0,-0.0281059,0,0,-8.62783,0
5.625,0,0.0136122,0,0,-0.0272282,0,0,-10.6983,0
5.63,0,0.013089,0,0,-0.0261747,0,0,-12.7393,0
5.635,0,0.0124853,0,0,-0.0249574,0,0,-14.7456,0
5.64,0,0.0118077,0,0,-0.0235904,0,0,-16.7122,0
5.645,0,0.0110639,0,0,-0.0220886,0,0,-18.6346,0
5.65,0,0.0102617,0,0,-0.0204683,0,0,-20.5085,0
5.655,0,0.00940937,0,0,-0.0187465,0,0,-22.3302,0
5.66,0,0.00851553,0,0,-0.0169404,0,0,-24.0963,0
5.665,0,0.00758873,0,0,-0.0150676,0,0,-25.8037,0
5.67,0,0.00663747,0,0,-0.0131455,0,0,-27.45,0
5.675,0,0.00567005,0,0,-0.011191,0,0,-29.0331,0
5.68,0,0.00469446,0,0,-0.00922037,0,0,-30.5513,0
5.685,0,0.00371827,0,0,-0.00724914,0,0,-32.0034,0
5.69,0,0.00274853,0,0,-0.00529171,0,0,-33.3886,0
5.695,0,0.00179174,0,0,-0.00336135,0,0,-34.7063,0
5.7,0,0.000853795,0,0,-0.00147007,0,0,-35.9566,0
5.705,0,-6.00913e-05,0,0,0.000371472,0,0,-37.1397,0
5.71,0,-0.000945357,0,0,0.00215397,0,0,-38.2562,0
5.715,0,-0.00179812,0,0,0.00386952,0,0,-39.3069,0
5.72,0,-0.00261515,0,0,0.00551154,0,0,-40.293,0
5.725,0,-0.00339385,0,0,0.00707479,0,0,-41.2157,0
5.73,0,-0.00413226,0,0,0.00855526,0,0,-42.0767,0
5.735,0,-0.00482894,0,0,0.00995008,0,0,-42.8775,0
5.74,0,-0.005483,0,0,0.0112575,0,0,-43.62,0
5.745,0,-0.00609398,0,0,0.0124765,0,0,-44.3061,0
5.75,0,-0.00666187,0,0,0.0136073,0,0,-44.9376,0
5.755,0,-0.00718696,0,0,0.0146505,0,0,-45.5164,0
5.76,0,-0.00766985,0,0,0.0156073,0,0,-46.0447,0
5.765,0,-0.00811139,0,0,0.0164796,0,0,-46.5242,0
5.77,0,-0.00851257,0,0,0.0172694,0,0,-46.9569,0
5.775,0,-0.00887453,0,0,0.0179792,0,0,-47.3445,0
5.78,0,-0.00919846,0,0,0.0186115,0,0,-47.6888,0
5.785,0,-0.00948558,0,0,0.0191687,0,0,-47.9914,0
5.79,0,-0.00973709,0,0,0.0196535,0,0,-48.2536,0
5.795,0,-0.00995413,0,0,0.0200682,0,0,-48.4769,0
5.8,0,-0.0101377,0,0,0.0204151,0,0,-48.6624,0
5.805,0,-0.0102888,0,0,0.0206961,0,0,-48.811,0
5.81,0,-0.0104081,0,0,0.0209129,0,0,-48.9236,0
5.815,0,-0.0104963,0,0,0.0210667,0,0,-49.0008,0
5.82,0,-0.0105537,0,0,0.0211585,0,0,-49.0431,0
5.825,0,-0.0105806,0,0,0.0211889,0,0,-49.0506,0
5.83,0,-0.0105769,0,0,0.0211579,0,0,-49.0235,0
5.835,0,-0.0105425,0,0,0.0210653,0,0,-48.9615,0
5.84,0,-0.0104769,0,0,0.0209103,0,0,-48.8643,0
5.845,0,-0.0103794,0,0,0.0206918,0,0,-48.7314,0
5.85,0,-0.0102495,0,0,0.0204083,0,0,-48.5621,0
5.855,0,-0.0100859,0,0,0.0200581,0,0,-48.3553,0
5.86,0,-0.00988771,0,0,0.019639,0,0,-48.1102,0
5.865,0,-0.0096536,0,0,0.0191486,0,0,-47.8253,0
5.87,0,-0.00938225,0,0,0.0185844,0,0,-47.4993,0
5.875,0,-0.0090723,0,0,0.0179439,0,0,-47.1307,0
5.88,0,-0.00872235,0,0,0.0172242,0,0,-46.7178,0
5.885,0,-0.00833106,0,0,0.016423,0,0,-46.2589,0
5.89,0,-0.00789715,0,0,0.0155377,0,0,-45.752,0
5.895,0,-0.0074195,0,0,0.0145662,0,0,-45.1954,0
5.9,0,-0.00689717,0,0,0.0135068,0,0,-44.587,0
5.905,0,-0.00632948,0,0,0.0123583,0,0,-43.9249,0
5.91,0,-0.00571608,0,0,0.01112,0,0,-43.2072,0
5.915,0,-0.00505699,0,0,0.00979223,0,0,-42.4319,0
5.92,0,-0.00435267,0,0,0.00837588,0,0,-41.5973,0
5.925,0,-0.00360407,0,0,0.00687303,0,0,-40.7016,0
5.93,0,-0.00281272,0,0,0.0052868,0,0,-39.7432,0
5.935,0,-0.00198075,0,0,0.00362152,0,0,-38.7207,0
5.94,0,-0.00111092,0,0,0.00188279,0,0,-37.6329,0
5.945,0,-0.000206698,0,0,7.75633e-05,0,0,-36.4789,0
5.95,0,0.00072775,0,0,-0.00178582,0,0,-35.2579,0
5.955,0,0.00168754,0,0,-0.00369762,0,0,-33.9695,0
5.96,0,0.00266709,0,0,-0.0056467,0,0,-32.6136,0
5.965,0,0.00366011,0,0,-0.00762058,0,0,-31.1905,0
5.97,0,0.00465966,0,0,-0.0096055,0,0,-29.7009,0
5.975,0,0.0056582,0,0,-0.0115866,0,0,-28.1459,0
5.98,0,0.0066477,0,0,-0.0135478,0,0,-26.5268,0
5.985,0,0.00761966,0,0,-0.0154726,0,0,-24.8456,0
5.99,0,0.00856529,0,0,-0.0173435,0,0,-23.1047,0
5.995,0,0.0094756,0,0,-0.0191429,0,0,-21.3068,0
6,0,0.0103415,0,0,-0.0208529,0,0,-19.4551,0
6.005,0,0.0111541,0,0,-0.0224561,0,0,-17.5533,0
6.01,0,0.0119047,0,0,-0.0239354,0,0,-15.6054,0
6.015,0,0.012585,0,0,-0.0252745,0,0,-13.6158,0
6.02,0,0.0131872,0,0,-0.0264585,0,0,-11.5893,0
6.025,0,0.0137044,0,0,-0.0274736,0,0,-9.53093,0
6.03,0,0.0141304,0,0,-0.028308,0,0,-7.44615,0
